"","nameTeam","namePlayer","number of games","stat","mean","standard deviation","median","trimmed","mad","min","max","range","skew","kurtosis","se","get this number or more"
"192","Dallas Mavericks","Jalen Brunson",9,"points",11.3333,8.6603,11,11.3333,7.413,2,31,29,1.073,0.1945,2.8868,2.673
"193","Toronto Raptors","Jalen Harris",1,"points",0,NA,0,0,0,0,0,0,NA,NA,NA,NA
"194","Indiana Pacers","Jalen Lecque",3,"points",1.6667,1.5275,2,1.6667,1.4826,0,3,3,-0.2078,-2.3333,0.8819,0.1392
"195","Charlotte Hornets","Jalen McDaniels",9,"points",3.8889,4.1366,2,3.8889,2.9652,0,10,10,0.4657,-1.6358,1.3789,-0.2477
"196","Phoenix Suns","Jalen Smith",2,"points",2,2.8284,2,2,2.9652,0,4,4,0,-2.75,2,-0.8284
"197","Denver Nuggets","Jamal Murray",13,"points",19.1538,9.3081,20,18.9091,10.3782,5,36,31,0.2366,-1.1774,2.5816,9.8457
"198","Orlando Magic","James Ennis III",7,"points",4,1.7321,4,4,2.9652,2,6,4,0,-1.9524,0.6547,2.2679
"199","Houston Rockets","James Harden",10,"points",26.4,10.2111,26.5,25.625,11.1195,15,44,29,0.2146,-1.588,3.229,16.1889
"200","Brooklyn Nets","James Harden",10,"points",26.4,10.2111,26.5,25.625,11.1195,15,44,29,0.2146,-1.588,3.229,16.1889
"201","Dallas Mavericks","James Johnson",13,"points",6.9231,4.7515,7,6.8182,4.4478,0,15,15,0.0699,-1.2429,1.3178,2.1716
"202","Golden State Warriors","James Wiseman",13,"points",10.6923,4.8025,10,10.5455,2.9652,4,19,15,0.5958,-1.0825,1.332,5.8898
"203","Los Angeles Lakers","Jared Dudley",6,"points",0.5,1.2247,0,0.5,0,0,3,3,1.3608,-0.0833,0.5,-0.7247
"204","New York Knicks","Jared Harper",2,"points",1,1.4142,1,1,1.4826,0,2,2,0,-2.75,1,-0.4142
"205","Minnesota Timberwolves","Jarred Vanderbilt",10,"points",5.5,3.8944,5.5,5.5,5.1891,0,11,11,0.0356,-1.7481,1.2315,1.6056
"206","Utah Jazz","Jarrell Brantley",2,"points",0,0,0,0,0,0,0,0,NA,NA,0,0
"207","Brooklyn Nets","Jarrett Allen",12,"points",11.1667,4.4073,10.5,11,5.9304,5,19,14,0.1899,-1.4627,1.2723,6.7594
"208","Minnesota Timberwolves","Jarrett Culver",12,"points",7.3333,5.6622,7,6.8,4.4478,0,20,20,0.7321,-0.359,1.6345,1.6711
"209","Boston Celtics","Javonte Green",5,"points",6.8,2.9496,7,6.8,1.4826,2,10,8,-0.593,-1.3148,1.3191,3.8504
"210","New Orleans Pelicans","Jaxson Hayes",13,"points",3.8462,3.8911,4,3.5455,5.9304,0,11,11,0.3968,-1.3991,1.0792,-0.0448999999999997
"211","Milwaukee Bucks","Jaylen Adams",1,"points",0,NA,0,0,0,0,0,0,NA,NA,NA,NA
"212","Boston Celtics","Jaylen Brown",12,"points",25.75,6.956,25,24.9,6.6717,18,42,24,0.9018,-0.1151,2.008,18.794
"213","Minnesota Timberwolves","Jaylen Nowell",1,"points",2,NA,2,2,0,2,2,0,NA,NA,NA,NA
"214","Boston Celtics","Jayson Tatum",10,"points",26.9,6.5566,27,26.625,4.4478,16,40,24,0.2686,-0.4737,2.0734,20.3434
"215","Brooklyn Nets","Jeff Green",15,"points",6.8667,4.3567,7,6.8462,4.4478,0,14,14,0.1131,-1.2279,1.1249,2.51
"216","Boston Celtics","Jeff Teague",10,"points",7.3,6.7831,5,6.75,6.6717,0,19,19,0.5197,-1.3563,2.145,0.5169
"217","Detroit Pistons","Jerami Grant",13,"points",24.9231,5.6193,27,25.8182,4.4478,9,31,22,-1.5414,2.1993,1.5585,19.3038
"218","Washington Wizards","Jerome Robinson",6,"points",4.5,6.253,1,4.5,1.4826,0,13,13,0.5092,-1.9476,2.5528,-1.753
"219","Phoenix Suns","Jevon Carter",12,"points",3.8333,3.9274,3.5,3.6,5.1891,0,10,10,0.2461,-1.7401,1.1337,-0.0941000000000001
"220","Miami Heat","Jimmy Butler",6,"points",15.8333,10.5151,18.5,15.8333,11.1195,2,26,24,-0.3097,-1.9405,4.2928,5.3182
"221","Brooklyn Nets","Joe Harris",15,"points",15,5.2915,14,14.4615,4.4478,9,28,19,0.9935,0.1109,1.3663,9.7085
"222","Utah Jazz","Joe Ingles",10,"points",10.4,4.1687,10.5,10.5,5.1891,4,16,12,-0.1716,-1.5726,1.3182,6.2313
"223","Philadelphia 76ers","Joel Embiid",11,"points",25,10.2956,24,24.5556,7.413,9,45,36,0.3749,-0.8038,3.1042,14.7044
"224","Atlanta Hawks","John Collins",13,"points",15.6154,5.9096,14,15,2.9652,8,30,22,1.015,0.216,1.639,9.7058
"225","Memphis Grizzlies","John Konchar",6,"points",5.5,2.5884,5.5,5.5,2.2239,2,9,7,0,-1.8105,1.0567,2.9116
"226","Houston Rockets","John Wall",7,"points",18.5714,7.3679,14,18.5714,5.9304,10,28,18,0.2859,-1.9019,2.7848,11.2035
"227","Memphis Grizzlies","Jonas Valanciunas",12,"points",14.4167,4.3788,14,14.1,2.2239,8,24,16,0.6238,-0.2688,1.2641,10.0379
"228","Orlando Magic","Jordan Bone",9,"points",4.6667,3.3912,5,4.6667,4.4478,0,9,9,-0.2241,-1.7106,1.1304,1.2755
"229","Utah Jazz","Jordan Clarkson",14,"points",17.5714,4.7347,18,17.5833,4.4478,9,26,17,-0.0257,-0.9665,1.2654,12.8367
"230","Minnesota Timberwolves","Jordan McLaughlin",5,"points",4,3.7417,4,4,2.9652,0,10,10,0.5498,-1.4,1.6733,0.2583
"231","Milwaukee Bucks","Jordan Nwora",8,"points",6,3.7033,7,6,3.7065,0,11,11,-0.3101,-1.4767,1.3093,2.2967
"232","Golden State Warriors","Jordan Poole",8,"points",4.75,4.432,3.5,4.75,5.1891,0,11,11,0.2401,-1.8565,1.567,0.318
"233","Dallas Mavericks","Josh Green",11,"points",1.7273,2.1019,0,1.5556,0,0,5,5,0.3854,-1.8442,0.6338,-0.3746
"234","Oklahoma City Thunder","Josh Hall",5,"points",1.8,2.6833,0,1.8,0,0,6,6,0.6037,-1.67,1.2,-0.8833
"235","New Orleans Pelicans","Josh Hart",13,"points",7.8462,5.0141,7,7.5455,5.9304,0,19,19,0.5231,-0.4011,1.3907,2.8321
"236","Detroit Pistons","Josh Jackson",11,"points",11.9091,7.0916,11,11.3333,7.413,2,27,25,0.6006,-0.54,2.1382,4.8175
"237","Minnesota Timberwolves","Josh Okogie",6,"points",6.1667,3.3714,5,6.1667,2.2239,3,12,9,0.6635,-1.3052,1.3764,2.7953
"238","Dallas Mavericks","Josh Richardson",8,"points",13.75,5.0071,14.5,13.75,3.7065,4,21,17,-0.522,-0.6125,1.7703,8.7429
"239","Milwaukee Bucks","Jrue Holiday",14,"points",15.7143,5.4268,15,15.5833,5.9304,8,25,17,0.3756,-1.3255,1.4504,10.2875
"240","Golden State Warriors","Juan Toscano-Anderson",6,"points",3.1667,2.4833,4.5,3.1667,0.7413,0,5,5,-0.4837,-1.9679,1.0138,0.6834
"241","Minnesota Timberwolves","Juancho Hernangomez",11,"points",6.6364,6.9609,5,5.3333,2.9652,0,25,25,1.5226,1.6042,2.0988,-0.3245
"242","New York Knicks","Julius Randle",15,"points",22.8,6.7422,25,23.1538,7.413,11,30,19,-0.4122,-1.4703,1.7408,16.0578
"243","Indiana Pacers","Justin Holiday",13,"points",11,4.4535,11,10.7273,4.4478,5,20,15,0.4807,-0.9494,1.2352,6.5465
"244","Oklahoma City Thunder","Justin Jackson",5,"points",5.8,3.1145,6,5.8,2.9652,1,9,8,-0.4481,-1.5981,1.3928,2.6855
"245","Sacramento Kings","Justin James",5,"points",2.2,1.7889,2,2.2,2.9652,0,4,4,-0.0252,-2.0919,0.8,0.4111
"246","Portland Trail Blazers","Jusuf Nurkic",12,"points",9.8333,4.9329,10,9.8,4.4478,2,18,16,0.0999,-1.202,1.424,4.9004
"247","Utah Jazz","Juwan Morgan",3,"points",0,0,0,0,0,0,0,0,NA,NA,0,0
"248","Miami Heat","KZ Okpala",6,"points",3.5,6.253,1,3.5,1.4826,0,16,16,1.2413,-0.2888,2.5528,-2.753
"249","Orlando Magic","Karim Mane",6,"points",1.1667,1.3292,1,1.1667,1.4826,0,3,3,0.1814,-2.0484,0.5426,-0.1625
"250","Minnesota Timberwolves","Karl-Anthony Towns",4,"points",22,4.2426,23.5,22,2.2239,16,25,9,-0.5303,-1.875,2.1213,17.7574
"251","LA Clippers","Kawhi Leonard",12,"points",24.3333,5.7577,25,24.2,5.9304,15,35,20,0.0676,-1.0683,1.6621,18.5756
"252","San Antonio Spurs","Keita Bates-Diop",2,"points",0,0,0,0,0,0,0,0,NA,NA,0,0
"253","Indiana Pacers","Kelan Martin",6,"points",1.1667,1.3292,1,1.1667,1.4826,0,3,3,0.1814,-2.0484,0.5426,-0.1625
"254","San Antonio Spurs","Keldon Johnson",14,"points",14.2143,7.6779,13,13.9167,6.6717,3,29,26,0.4094,-0.9866,2.052,6.5364
"255","Portland Trail Blazers","Keljin Blevins",5,"points",0.4,0.8944,0,0.4,0,0,2,2,1.0733,-0.92,0.4,-0.4944
"256","Miami Heat","Kelly Olynyk",11,"points",10.9091,5.4306,11,10.8889,5.9304,3,19,16,0.0485,-1.5563,1.6374,5.4785
"257","Golden State Warriors","Kelly Oubre Jr.",13,"points",12,5.8023,12,11.8182,7.413,3,23,20,0.2032,-1.1744,1.6093,6.1977
"258","Boston Celtics","Kemba Walker",1,"points",9,NA,9,9,0,9,9,0,NA,NA,NA,NA
"259","Miami Heat","Kendrick Nunn",7,"points",7.2857,7.0643,7,7.2857,10.3782,0,18,18,0.3392,-1.6983,2.6701,0.2214
"260","Oklahoma City Thunder","Kenrich Williams",13,"points",3.3077,4.2108,2,2.6364,2.9652,0,14,14,1.2665,0.6076,1.1679,-0.9031
"261","Golden State Warriors","Kent Bazemore",11,"points",4.9091,2.6629,5,5,2.9652,0,9,9,-0.2005,-1.0829,0.8029,2.2462
"262","Los Angeles Lakers","Kentavious Caldwell-Pope",11,"points",10.0909,3.5058,10,10.1111,2.9652,4,16,12,0.1086,-1.0778,1.0571,6.5851
"263","Houston Rockets","Kenyon Martin Jr.",5,"points",3,3.3166,2,3,2.9652,0,7,7,0.1974,-2.1736,1.4832,-0.3166
"264","Brooklyn Nets","Kevin Durant",11,"points",30.6364,5.3902,29,30.3333,4.4478,22,42,20,0.5128,-0.4371,1.6252,25.2462
"265","Atlanta Hawks","Kevin Huerter",13,"points",12.1538,4.3368,11,11.8182,2.9652,7,21,14,0.7863,-0.7991,1.2028,7.817
"266","New York Knicks","Kevin Knox II",15,"points",7.4,5.1102,6,7.0769,2.9652,0,19,19,0.8384,-0.1709,1.3195,2.2898
"267","Cleveland Cavaliers","Kevin Love",2,"points",9.5,7.7782,9.5,9.5,8.1543,4,15,11,0,-2.75,5.5,1.7218
"268","Golden State Warriors","Kevon Looney",13,"points",3.9231,3.1481,2,3.6364,1.4826,0,11,11,0.8789,-0.4839,0.8731,0.775
"269","Orlando Magic","Khem Birch",14,"points",7.6429,3.1282,6.5,7.75,2.2239,2,12,10,0.1259,-1.2453,0.836,4.5147
"270","Milwaukee Bucks","Khris Middleton",14,"points",22.0714,6.8665,24,22.5,5.1891,8,31,23,-0.5808,-0.8164,1.8351,15.2049
"271","Detroit Pistons","Killian Hayes",7,"points",4.5714,3.7796,5,4.5714,2.9652,0,10,10,-0.0165,-1.7277,1.4286,0.7918
"272","New Orleans Pelicans","Kira Lewis Jr.",6,"points",4.1667,3.2506,4,4.1667,0.7413,0,10,10,0.6044,-0.8189,1.3271,0.9161
"273","Los Angeles Lakers","Kostas Antetokounmpo",1,"points",0,NA,0,0,0,0,0,0,NA,NA,NA,NA
"274","Dallas Mavericks","Kristaps Porzingis",4,"points",18.5,3.6968,18,18.5,3.7065,15,23,8,0.1781,-2.1912,1.8484,14.8032
"275","Memphis Grizzlies","Kyle Anderson",13,"points",12.5385,6.4629,10,11.6364,4.4478,7,28,21,1.0649,-0.1093,1.7925,6.0756
"276","Sacramento Kings","Kyle Guy",4,"points",3.75,2.9861,4,3.75,2.9652,0,7,7,-0.1584,-2.0187,1.493,0.7639
"277","Los Angeles Lakers","Kyle Kuzma",15,"points",10.8667,4.2404,11,10.6154,5.9304,5,20,15,0.2857,-0.7946,1.0949,6.6263
"278","Toronto Raptors","Kyle Lowry",12,"points",19.0833,3.0289,18,18.9,2.9652,16,24,8,0.5931,-1.3179,0.8744,16.0544
"279","Brooklyn Nets","Kyrie Irving",7,"points",27.1429,5.8146,26,27.1429,4.4478,18,37,19,0.1468,-0.9316,2.1977,21.3283
"280","San Antonio Spurs","LaMarcus Aldridge",11,"points",14.3636,7.487,13,14,10.3782,4,28,24,0.2114,-1.1601,2.2574,6.8766
"281","Charlotte Hornets","LaMelo Ball",14,"points",11.7857,6.0533,12.5,11.9167,2.9652,0,22,22,-0.0569,-0.5421,1.6178,5.7324
"282","Cleveland Cavaliers","Lamar Stevens",9,"points",4.3333,3.6742,4,4.3333,2.9652,0,10,10,0.2345,-1.6067,1.2247,0.6591
"283","Brooklyn Nets","Landry Shamet",15,"points",5.3333,4.0825,5,5.0769,1.4826,0,14,14,0.6399,-0.2149,1.0541,1.2508
"284","Phoenix Suns","Langston Galloway",12,"points",4.9167,5.4682,3,4.2,4.4478,0,17,17,0.8212,-0.6065,1.5785,-0.551500000000001
"285","Cleveland Cavaliers","Larry Nance Jr.",13,"points",10.4615,5.0599,10,10.7273,4.4478,0,18,18,-0.4208,-0.7157,1.4034,5.4016
"286","Chicago Bulls","Lauri Markkanen",7,"points",18.8571,6.3095,18,18.8571,4.4478,9,29,20,0.0679,-1.1544,2.3848,12.5476
"287","Los Angeles Lakers","LeBron James",15,"points",23.7333,3.6541,26,23.7692,4.4478,18,29,11,-0.2762,-1.4697,0.9435,20.0792
"288","San Antonio Spurs","Lonnie Walker IV",14,"points",13.1429,5.9982,12.5,12.8333,5.1891,5,25,20,0.6234,-0.7144,1.6031,7.1447
"289","New Orleans Pelicans","Lonzo Ball",10,"points",11.9,5.0431,14,12,4.4478,5,18,13,-0.2373,-1.9244,1.5948,6.8569
"290","LA Clippers","Lou Williams",12,"points",9.3333,7.0367,7.5,9.1,7.413,0,21,21,0.3599,-1.4162,2.0313,2.2966
"291","Oklahoma City Thunder","Luguentz Dort",13,"points",13.3846,5.9657,12,13,4.4478,5,26,21,0.6317,-0.7214,1.6546,7.4189
"292","Dallas Mavericks","Luka Doncic",12,"points",27.1667,8.2001,27.5,27.6,8.8956,12,38,26,-0.4682,-1.1328,2.3672,18.9666
"293","San Antonio Spurs","Luka Samanic",3,"points",1.3333,2.3094,0,1.3333,0,0,4,4,0.3849,-2.3333,1.3333,-0.9761
"294","LA Clippers","Luke Kennard",14,"points",9.2857,4.6974,8,8.8333,3.7065,4,20,16,0.8502,-0.513,1.2554,4.5883
"295","Chicago Bulls","Luke Kornet",1,"points",2,NA,2,2,0,2,2,0,NA,NA,NA,NA
"296","Toronto Raptors","Malachi Flynn",9,"points",2.2222,4.0859,0,2.2222,0,0,12,12,1.4511,0.7262,1.362,-1.8637
"297","Indiana Pacers","Malcolm Brogdon",13,"points",22.2308,6.3266,21,21.9091,5.9304,13,35,22,0.6362,-0.5937,1.7547,15.9042
"298","Minnesota Timberwolves","Malik Beasley",12,"points",19.75,6.4544,20,20,7.413,8,29,21,-0.2161,-1.2306,1.8632,13.2956
"299","Charlotte Hornets","Malik Monk",4,"points",3.25,4.5735,1.5,3.25,1.4826,0,10,10,0.6792,-1.734,2.2867,-1.3235
"300","Los Angeles Lakers","Marc Gasol",15,"points",4.4667,2.9244,5,4.2308,1.4826,0,12,12,0.6713,0.7513,0.7551,1.5423
"301","LA Clippers","Marcus Morris Sr.",6,"points",11.8333,6.5853,11.5,11.8333,7.413,2,20,18,-0.1334,-1.6299,2.6885,5.248
"302","Boston Celtics","Marcus Smart",11,"points",12.1818,3.9451,13,12.6667,2.9652,3,17,14,-0.8602,0.1284,1.1895,8.2367
"303","Orlando Magic","Markelle Fultz",8,"points",12.875,7.624,11.5,12.875,6.6717,3,26,23,0.41,-1.2968,2.6955,5.251
"304","Los Angeles Lakers","Markieff Morris",15,"points",4.4,3.9605,5,4.2308,5.9304,0,11,11,0.3343,-1.3731,1.0226,0.4395
"305","Denver Nuggets","Markus Howard",6,"points",0.6667,1.0328,0,0.6667,0,0,2,2,0.5379,-1.9583,0.4216,-0.3661
"306","Cleveland Cavaliers","Marques Bolden",6,"points",1.1667,1.3292,1,1.1667,1.4826,0,3,3,0.1814,-2.0484,0.5426,-0.1625
"307","Golden State Warriors","Marquese Chriss",2,"points",6.5,3.5355,6.5,6.5,3.7065,4,9,5,0,-2.75,2.5,2.9645
"308","Sacramento Kings","Marvin Bagley III",14,"points",13.7143,6.1197,13,13.5,5.1891,4,26,22,0.2374,-0.7918,1.6356,7.5946
"309","Houston Rockets","Mason Jones",6,"points",8.8333,8.085,7,8.8333,5.1891,2,24,22,0.9197,-0.7974,3.3007,0.748299999999999
"310","Detroit Pistons","Mason Plumlee",13,"points",8.3846,4.1138,8,8.3636,5.9304,2,15,13,0.1701,-1.3875,1.141,4.2708
"311","Philadelphia 76ers","Matisse Thybulle",11,"points",3.0909,3.6457,2,2.7778,2.9652,0,9,9,0.553,-1.5388,1.0992,-0.5548
"312","Toronto Raptors","Matt Thomas",5,"points",5.2,3.1145,4,5.2,2.9652,2,9,7,0.2097,-2.149,1.3928,2.0855
"313","Miami Heat","Maurice Harkless",7,"points",0.8571,1.4639,0,0.8571,0,0,3,3,0.7528,-1.6041,0.5533,-0.6068
"314","Miami Heat","Max Strus",4,"points",6.5,4.6547,7.5,6.5,2.9652,0,11,11,-0.4462,-1.8283,2.3274,1.8453
"315","Dallas Mavericks","Maxi Kleber",9,"points",7.4444,4.7726,5,7.4444,5.9304,0,16,16,0.2762,-1.0616,1.5909,2.6718
"316","Miami Heat","Meyers Leonard",3,"points",3.3333,4.9329,1,3.3333,1.4826,0,9,9,0.3672,-2.3333,2.848,-1.5996
"317","LA Clippers","Mfiondu Kabengele",9,"points",0.8889,1.6915,0,0.8889,0,0,5,5,1.53,0.9488,0.5638,-0.8026
"318","Orlando Magic","Michael Carter-Williams",7,"points",5.1429,3.2367,4,5.1429,2.9652,0,10,10,-0.0083,-1.2709,1.2234,1.9062
"319","Denver Nuggets","Michael Porter Jr.",4,"points",19.5,9.1469,19,19.5,10.3782,10,30,20,0.0735,-2.2277,4.5735,10.3531
"320","Phoenix Suns","Mikal Bridges",12,"points",15.25,7.4727,14,14.3,5.1891,6,34,28,1.0589,0.7221,2.1572,7.7773
"321","Utah Jazz","Mike Conley",14,"points",16.0714,6.7763,15.5,15.5,5.9304,6,33,27,0.7367,0.4278,1.811,9.2951
"322","Oklahoma City Thunder","Mike Muscala",12,"points",8.8333,4.8021,8.5,8.5,5.9304,3,18,15,0.3649,-1.1824,1.3863,4.0312
"323","Philadelphia 76ers","Mike Scott",8,"points",4.875,5.8661,3,4.875,2.9652,0,16,16,0.9062,-0.9805,2.074,-0.9911
"324","Charlotte Hornets","Miles Bridges",14,"points",9.2857,6.0692,9,9,6.6717,2,20,18,0.4087,-1.0798,1.6221,3.2165
"325","New York Knicks","Mitchell Robinson",15,"points",8.4667,3.3778,9,8.3077,2.9652,3,16,13,0.318,-0.4525,0.8721,5.0889
"326","Utah Jazz","Miye Oni",9,"points",1.6667,2.6458,0,1.6667,0,0,6,6,0.8239,-1.2887,0.8819,-0.9791
"327","Orlando Magic","Mo Bamba",4,"points",5,6,4,5,5.9304,0,12,12,0.1389,-2.2801,3,-1
"328","Denver Nuggets","Monte Morris",14,"points",11.2857,5.1654,11.5,11,2.2239,2,24,22,0.448,0.7102,1.3805,6.1203
"329","Los Angeles Lakers","Montrezl Harrell",15,"points",14,4.9135,16,14.1538,5.9304,4,22,18,-0.2394,-0.8765,1.2687,9.0865
"330","Washington Wizards","Moritz Wagner",5,"points",6.4,4.669,5,6.4,5.9304,1,13,12,0.2575,-1.8088,2.0881,1.731
"331","Oklahoma City Thunder","Moses Brown",5,"points",3.4,3.1305,5,3.4,1.4826,0,6,6,-0.2566,-2.2395,1.4,0.2695
"332","Golden State Warriors","Mychal Mulder",12,"points",4.0833,3.528,3,3.7,2.9652,0,12,12,0.8137,-0.3921,1.0185,0.5553
"333","Indiana Pacers","Myles Turner",12,"points",12.4167,5.4848,12.5,12.5,5.1891,2,22,20,-0.1644,-0.8628,1.5833,6.9319
"334","New Orleans Pelicans","Naji Marshall",2,"points",0,0,0,0,0,0,0,0,NA,NA,0,0
"335","Portland Trail Blazers","Nassir Little",4,"points",1.5,1.291,1.5,1.5,1.4826,0,3,3,0,-2.0775,0.6455,0.209
"336","Dallas Mavericks","Nate Hinton",4,"points",0,0,0,0,0,0,0,0,NA,NA,0,0
"337","Atlanta Hawks","Nathan Knight",6,"points",2.8333,5.6006,0,2.8333,0,0,14,14,1.2347,-0.3224,2.2864,-2.7673
"338","Minnesota Timberwolves","Naz Reid",12,"points",10.6667,3.9848,11,10.9,2.9652,2,17,15,-0.3515,-0.2781,1.1503,6.6819
"339","Sacramento Kings","Nemanja Bjelica",10,"points",6.6,4.6476,6,6.625,5.9304,1,12,11,0.0796,-1.9753,1.4697,1.9524
"340","New York Knicks","Nerlens Noel",13,"points",2.9231,1.8913,4,2.9091,2.9652,0,6,6,-0.1716,-1.3356,0.5245,1.0318
"341","Charlotte Hornets","Nick Richards",4,"points",1.25,1.5,1,1.25,1.4826,0,3,3,0.1389,-2.2801,0.75,-0.25
"342","New Orleans Pelicans","Nickeil Alexander-Walker",11,"points",11.0909,9.4176,9,9.1111,5.9304,3,37,34,1.7403,2.332,2.8395,1.6733
"343","Golden State Warriors","Nico Mannion",1,"points",0,NA,0,0,0,0,0,0,NA,NA,NA,NA
"344","LA Clippers","Nicolas Batum",14,"points",9.8571,4.5718,9.5,9.5,4.4478,3,21,18,0.6776,0.2042,1.2219,5.2853
"345","New Orleans Pelicans","Nicolo Melli",8,"points",1.75,2.252,0.5,1.75,0.7413,0,5,5,0.5336,-1.7198,0.7962,-0.502
"346","Denver Nuggets","Nikola Jokic",14,"points",25.1429,7.0368,23.5,24.9167,6.6717,15,38,23,0.4112,-1.1236,1.8807,18.1061
"347","Orlando Magic","Nikola Vucevic",14,"points",22.9286,6.3786,22.5,22.6667,8.8956,15,34,19,0.1201,-1.4575,1.7048,16.55
"348","Toronto Raptors","Norman Powell",13,"points",12.0769,6.788,12,12.0909,7.413,0,24,24,0.0884,-0.8956,1.8827,5.2889
"349","Toronto Raptors","OG Anunoby",13,"points",13.0769,5.0409,13,13.1818,7.413,5,20,15,0.052,-1.5871,1.3981,8.036
"350","New York Knicks","Obi Toppin",5,"points",5,5.1962,2,5,2.9652,0,12,12,0.325,-2.0551,2.3238,-0.1962
"351","Atlanta Hawks","Onyeka Okongwu",1,"points",4,NA,4,4,0,4,4,0,NA,NA,NA,NA
"352","Chicago Bulls","Otto Porter Jr.",12,"points",12.5,7.0389,13,12,5.1891,2,28,26,0.4538,-0.2637,2.0319,5.4611
"353","Houston Rockets","P.J. Tucker",12,"points",5.5,4.7958,4.5,5.1,6.6717,0,15,15,0.4057,-1.1056,1.3844,0.7042
"354","Charlotte Hornets","P.J. Washington",14,"points",12.9286,4.8748,12.5,12.9167,5.1891,4,22,18,0.2067,-0.8266,1.3028,8.0538
"355","Denver Nuggets","PJ Dozier",14,"points",7.2143,2.8333,7,7.1667,2.9652,3,12,9,0.0056,-1.2545,0.7572,4.381
"356","Toronto Raptors","Pascal Siakam",12,"points",18.9167,6.2879,19.5,18.6,4.4478,9,32,23,0.2513,-0.4856,1.8152,12.6288
"357","Milwaukee Bucks","Pat Connaughton",11,"points",6.2727,3.7971,6,6.3333,4.4478,0,12,12,-0.0618,-1.378,1.1449,2.4756
"358","LA Clippers","Patrick Beverley",13,"points",8.8462,4.2199,7,8.4545,2.9652,2,20,18,1.0816,1.3474,1.1704,4.6263
"359","LA Clippers","Patrick Patterson",6,"points",4.1667,3.4303,4,4.1667,2.2239,0,10,10,0.4772,-1.2134,1.4004,0.7364
"360","Chicago Bulls","Patrick Williams",13,"points",10.1538,4.0793,9,10,4.4478,5,17,12,0.3125,-1.4895,1.1314,6.0745
"361","San Antonio Spurs","Patty Mills",14,"points",14.7143,6.0819,12.5,14.3333,6.6717,7,27,20,0.4745,-1.177,1.6254,8.6324
"362","LA Clippers","Paul George",13,"points",24.8462,6.2696,25,24.4545,4.4478,15,39,24,0.6123,-0.159,1.7389,18.5766
"363","Denver Nuggets","Paul Millsap",14,"points",10.5714,4.345,10,10.4167,3.7065,4,19,15,0.1869,-0.9589,1.1613,6.2264
"364","Philadelphia 76ers","Paul Reed",4,"points",4,2.3094,4,4,2.9652,2,6,4,0,-2.4375,1.1547,1.6906
"365","Toronto Raptors","Paul Watson",4,"points",1.25,1.5,1,1.25,1.4826,0,3,3,0.1389,-2.2801,0.75,-0.25
"366","Boston Celtics","Payton Pritchard",12,"points",8.75,6.3836,7.5,8.2,5.9304,0,23,23,0.7161,-0.3571,1.8428,2.3664
"367","Miami Heat","Precious Achiuwa",12,"points",8.1667,4.0862,8,8.1,2.9652,0,17,17,0.1614,0.2227,1.1796,4.0805
"368","Los Angeles Lakers","Quinn Cook",10,"points",2.2,2.044,3,2.125,2.9652,0,5,5,0.0393,-1.7494,0.6464,0.156
"369","Denver Nuggets","R.J. Hampton",9,"points",0.8889,1.0541,0,0.8889,0,0,2,2,0.1874,-2.1704,0.3514,-0.1652
"370","New York Knicks","RJ Barrett",15,"points",17.1333,6.2091,19,17.0769,10.3782,9,26,17,0.0323,-1.607,1.6032,10.9242
"371","Atlanta Hawks","Rajon Rondo",5,"points",2.4,5.3666,0,2.4,0,0,12,12,1.0733,-0.92,2.4,-2.9666
"372","Washington Wizards","Raul Neto",11,"points",8.9091,6.7447,6,8.2222,5.9304,2,22,20,0.5129,-1.2095,2.0336,2.1644
"373","New York Knicks","Reggie Bullock",13,"points",8.6923,3.7502,7,8.3636,1.4826,4,17,13,0.7557,-0.6652,1.0401,4.9421
"374","LA Clippers","Reggie Jackson",12,"points",6.0833,4.1878,6.5,6.2,4.4478,0,11,11,-0.3463,-1.404,1.2089,1.8955
"375","Brooklyn Nets","Reggie Perry",7,"points",3.4286,3.8235,2,3.4286,2.9652,0,11,11,0.8988,-0.6088,1.4451,-0.3949
"376","Sacramento Kings","Richaun Holmes",13,"points",14,6.1914,16,14,7.413,4,24,20,-0.0156,-1.3565,1.7172,7.8086
"377","Minnesota Timberwolves","Ricky Rubio",11,"points",6.2727,4.6063,6,5.7778,4.4478,0,17,17,0.8233,0.1243,1.3889,1.6664
"378","Portland Trail Blazers","Robert Covington",14,"points",6.6429,3.6921,6.5,6.5,3.7065,1,14,13,0.3399,-0.9192,0.9868,2.9508
"379","Boston Celtics","Robert Williams III",8,"points",6.75,3.8822,7,6.75,3.7065,0,12,12,-0.2323,-1.2205,1.3726,2.8678
"380","Sacramento Kings","Robert Woodard II",5,"points",2.6,0.8944,2,2.6,0,2,4,2,0.6037,-1.67,0.4,1.7056
"381","Washington Wizards","Robin Lopez",11,"points",6.4545,4.1319,6,6.4444,4.4478,0,13,13,0.0762,-1.4364,1.2458,2.3226
"382","Brooklyn Nets","Rodions Kurucs",6,"points",0.8333,1.3292,0,0.8333,0,0,3,3,0.6703,-1.6212,0.5426,-0.4959
"383","Houston Rockets","Rodions Kurucs",6,"points",0.8333,1.3292,0,0.8333,0,0,3,3,0.6703,-1.6212,0.5426,-0.4959
