"","nameTeam","namePlayer","number of games","stat","mean","standard deviation","median","trimmed","mad","min","max","range","skew","kurtosis","se","get this number or more"
"892","Chicago Bulls","Thaddeus Young",10,"assists",3,1.8257,3,3,1.4826,0,6,6,0,-1.218,0.5774,1.1743
"893","Milwaukee Bucks","Thanasis Antetokounmpo",12,"assists",1,1.2792,0.5,0.8,0.7413,0,4,4,0.9555,-0.1991,0.3693,-0.2792
"894","Oklahoma City Thunder","Theo Maledon",13,"assists",2.8462,1.1435,3,2.8182,1.4826,1,5,4,0.2721,-1.1548,0.3172,1.7027
"895","New York Knicks","Theo Pinson",6,"assists",0,0,0,0,0,0,0,0,NA,NA,0,0
"896","Washington Wizards","Thomas Bryant",10,"assists",1.5,1.5092,1.5,1.25,0.7413,0,5,5,0.9599,0.1923,0.4773,-0.0092000000000001
"897","Cleveland Cavaliers","Thon Maker",8,"assists",0.5,0.7559,0,0.5,0,0,2,2,0.8681,-0.8945,0.2673,-0.2559
"898","Memphis Grizzlies","Tim Frazier",3,"assists",2.3333,0.5774,2,2.3333,0,2,3,1,0.3849,-2.3333,0.3333,1.7559
"899","Dallas Mavericks","Tim Hardaway Jr.",12,"assists",2,1.3484,2,2,1.4826,0,4,4,0,-1.2858,0.3892,0.6516
"900","Brooklyn Nets","Timothe Luwawu-Cabarrot",15,"assists",1.0667,1.2228,1,0.9231,1.4826,0,4,4,0.9775,-0.0989,0.3157,-0.1561
"901","Philadelphia 76ers","Tobias Harris",11,"assists",2.9091,1.6404,3,2.8889,1.4826,0,6,6,0.2543,-0.6629,0.4946,1.2687
"902","Chicago Bulls","Tomas Satoransky",3,"assists",6,3,6,6,4.4478,3,9,6,0,-2.3333,1.7321,3
"903","Philadelphia 76ers","Tony Bradley",5,"assists",0.6,0.5477,1,0.6,0,0,1,1,-0.2921,-2.2533,0.2449,0.0523
"904","Atlanta Hawks","Tony Snell",4,"assists",0.75,1.5,0,0.75,0,0,3,3,0.75,-1.6875,0.75,-0.75
"905","Milwaukee Bucks","Torrey Craig",2,"assists",1,1.4142,1,1,1.4826,0,2,2,0,-2.75,1,-0.4142
"906","Atlanta Hawks","Trae Young",13,"assists",8.9231,3.0128,9,9,2.9652,3,14,11,-0.1009,-0.8283,0.8356,5.9103
"907","San Antonio Spurs","Tre Jones",4,"assists",0.25,0.5,0,0.25,0,0,1,1,0.75,-1.6875,0.25,-0.25
"908","Boston Celtics","Tremont Waters",5,"assists",2.8,2.0494,2,2.8,1.4826,1,5,4,0.2119,-2.2261,0.9165,0.7506
"909","Utah Jazz","Trent Forrest",2,"assists",0.5,0.7071,0.5,0.5,0.7413,0,1,1,0,-2.75,0.5,-0.2071
"910","Dallas Mavericks","Trey Burke",12,"assists",1.9167,1.6214,1.5,1.9,2.2239,0,4,4,0.1219,-1.7715,0.468,0.2953
"911","San Antonio Spurs","Trey Lyles",7,"assists",0.4286,0.7868,0,0.4286,0,0,2,2,1.0774,-0.6242,0.2974,-0.3582
"912","Boston Celtics","Tristan Thompson",10,"assists",0.7,0.6749,1,0.625,0.7413,0,2,2,0.3122,-1.1415,0.2134,0.0250999999999999
"913","Washington Wizards","Troy Brown Jr.",7,"assists",1.1429,0.378,1,1.1429,0,1,2,1,1.6198,0.7959,0.1429,0.7649
"914","Phoenix Suns","Ty-Shon Alexander",3,"assists",0.3333,0.5774,0,0.3333,0,0,1,1,0.3849,-2.3333,0.3333,-0.2441
"915","Dallas Mavericks","Tyler Bey",3,"assists",0,0,0,0,0,0,0,0,NA,NA,0,0
"916","Miami Heat","Tyler Herro",10,"assists",3.8,2.201,3.5,3.625,1.4826,1,8,7,0.6775,-0.8724,0.696,1.599
"917","Brooklyn Nets","Tyler Johnson",4,"assists",1.75,3.5,0,1.75,0,0,7,7,0.75,-1.6875,1.75,-1.75
"918","Dallas Mavericks","Tyrell Terry",8,"assists",0.5,0.7559,0,0.5,0,0,2,2,0.8681,-0.8945,0.2673,-0.2559
"919","Sacramento Kings","Tyrese Haliburton",12,"assists",5.3333,2.3868,5.5,5.4,2.2239,1,9,8,-0.2152,-1.0361,0.689,2.9465
"920","Philadelphia 76ers","Tyrese Maxey",14,"assists",2.3571,2.2738,2,2.0833,1.4826,0,8,8,1.1929,0.401,0.6077,0.0832999999999999
"921","Memphis Grizzlies","Tyus Jones",13,"assists",5.3846,3.2797,4,5.1818,2.9652,1,12,11,0.5349,-0.9824,0.9096,2.1049
"922","Utah Jazz","Udoka Azubuike",7,"assists",0,0,0,0,0,0,0,0,NA,NA,0,0
"923","Charlotte Hornets","Vernon Carey Jr.",3,"assists",0.3333,0.5774,0,0.3333,0,0,1,1,0.3849,-2.3333,0.3333,-0.2441
"924","Indiana Pacers","Victor Oladipo",10,"assists",4.7,2.5408,4,4.625,2.9652,1,9,8,0.2656,-1.2823,0.8035,2.1592
"925","Houston Rockets","Victor Oladipo",10,"assists",4.7,2.5408,4,4.625,2.9652,1,9,8,0.2656,-1.2823,0.8035,2.1592
"926","Philadelphia 76ers","Vincent Poirier",3,"assists",0.3333,0.5774,0,0.3333,0,0,1,1,0.3849,-2.3333,0.3333,-0.2441
"927","Denver Nuggets","Vlatko Cancar",5,"assists",0,0,0,0,0,0,0,0,NA,NA,0,0
"928","Detroit Pistons","Wayne Ellington",8,"assists",0.625,0.9161,0,0.625,0,0,2,2,0.6554,-1.5925,0.3239,-0.2911
"929","Chicago Bulls","Wendell Carter Jr.",14,"assists",2.4286,1.2839,2,2.3333,1.4826,1,5,4,0.4505,-1.0801,0.3431,1.1447
"930","Dallas Mavericks","Wes Iwundu",9,"assists",0.5556,0.527,1,0.5556,0,0,1,1,-0.1874,-2.1704,0.1757,0.0286
"931","Los Angeles Lakers","Wesley Matthews",12,"assists",1,1.1282,1,0.9,1.4826,0,3,3,0.6965,-1.0451,0.3257,-0.1282
"932","Denver Nuggets","Will Barton",14,"assists",3.1429,1.7478,3,3.1667,1.4826,0,6,6,-0.041,-0.8809,0.4671,1.3951
"933","Dallas Mavericks","Willie Cauley-Stein",13,"assists",0.8462,0.8987,1,0.8182,1.4826,0,2,2,0.2671,-1.8011,0.2493,-0.0525000000000001
"934","New Orleans Pelicans","Willy Hernangomez",2,"assists",0.5,0.7071,0.5,0.5,0.7413,0,1,1,0,-2.75,0.5,-0.2071
"935","Memphis Grizzlies","Xavier Tillman",8,"assists",1.625,1.1877,2,1.625,1.4826,0,3,3,-0.2588,-1.6617,0.4199,0.4373
"936","Cleveland Cavaliers","Yogi Ferrell",2,"assists",2.5,2.1213,2.5,2.5,2.2239,1,4,3,0,-2.75,1.5,0.3787
"937","Toronto Raptors","Yuta Watanabe",8,"assists",0.25,0.4629,0,0.25,0,0,1,1,0.9451,-1.2135,0.1637,-0.2129
"938","Chicago Bulls","Zach LaVine",14,"assists",5.2857,2.7296,6,5.25,2.9652,1,10,9,-0.0047,-1.2809,0.7295,2.5561
"939","Denver Nuggets","Zeke Nnaji",6,"assists",0,0,0,0,0,0,0,0,NA,NA,0,0
"940","New Orleans Pelicans","Zion Williamson",12,"assists",1.75,1.2881,1.5,1.7,1.4826,0,4,4,0.1901,-1.3959,0.3718,0.4619
"941","Orlando Magic","Aaron Gordon",13,"rebounds",7,3.8944,6,6.5455,2.9652,2,17,15,1.094,0.7688,1.0801,3.1056
"942","Indiana Pacers","Aaron Holiday",13,"rebounds",1.3846,0.8697,1,1.3636,1.4826,0,3,3,-0.0249,-0.9851,0.2412,0.5149
"943","Boston Celtics","Aaron Nesmith",5,"rebounds",1.2,1.3038,1,1.2,1.4826,0,3,3,0.2599,-1.9581,0.5831,-0.1038
"944","Phoenix Suns","Abdel Nader",1,"rebounds",1,NA,1,1,0,1,1,0,NA,NA,NA,NA
"945","Chicago Bulls","Adam Mokoka",6,"rebounds",0.6667,0.8165,0.5,0.6667,0.7413,0,2,2,0.4763,-1.5833,0.3333,-0.1498
"946","Oklahoma City Thunder","Al Horford",9,"rebounds",7.1111,2.421,7,7.1111,1.4826,5,13,8,1.4358,1.0302,0.807,4.6901
"947","New York Knicks","Alec Burks",3,"rebounds",3.6667,1.5275,4,3.6667,1.4826,2,5,3,-0.2078,-2.3333,0.8819,2.1392
"948","Oklahoma City Thunder","Aleksej Pokusevski",11,"rebounds",4,1.4142,4,4,1.4826,2,6,4,0,-1.4545,0.4264,2.5858
"949","Los Angeles Lakers","Alex Caruso",10,"rebounds",2.5,1.5811,2,2.25,1.4826,1,6,5,0.9107,-0.27,0.5,0.9189
"950","Toronto Raptors","Alex Len",7,"rebounds",1.5714,1.7182,1,1.5714,1.4826,0,5,5,0.9103,-0.5308,0.6494,-0.1468
"951","Los Angeles Lakers","Alfonzo McKinnie",9,"rebounds",0.7778,0.8333,1,0.7778,1.4826,0,2,2,0.3461,-1.6328,0.2778,-0.0555
"952","LA Clippers","Amir Coffey",10,"rebounds",0.3,0.483,0,0.25,0,0,1,1,0.7453,-1.5729,0.1528,-0.183
"953","Cleveland Cavaliers","Andre Drummond",12,"rebounds",15.75,3.9341,14.5,15.4,2.2239,11,24,13,1.066,-0.1996,1.1357,11.8159
"954","Miami Heat","Andre Iguodala",11,"rebounds",2.9091,2.0226,3,2.7778,1.4826,0,7,7,0.4413,-0.8186,0.6098,0.8865
"955","Golden State Warriors","Andrew Wiggins",13,"rebounds",4.5385,2.5695,4,4.4545,2.9652,1,9,8,0.1767,-1.5741,0.7127,1.969
"956","Portland Trail Blazers","Anfernee Simons",11,"rebounds",1.5455,2.1149,1,1.2222,1.4826,0,6,6,1.067,-0.4327,0.6377,-0.5694
"957","Los Angeles Lakers","Anthony Davis",13,"rebounds",9,3.1091,9,8.7273,1.4826,4,17,13,0.906,0.9974,0.8623,5.8909
"958","Minnesota Timberwolves","Anthony Edwards",12,"rebounds",3.0833,1.8809,3.5,3.1,0.7413,0,6,6,-0.41,-1.0806,0.543,1.2024
"959","Washington Wizards","Anthony Gill",4,"rebounds",0.75,0.9574,0.5,0.75,0.7413,0,2,2,0.3205,-2.0842,0.4787,-0.2074
"960","Washington Wizards","Anzejs Pasecniks",1,"rebounds",1,NA,1,1,0,1,1,0,NA,NA,NA,NA
"961","Toronto Raptors","Aron Baynes",10,"rebounds",4.5,2.5055,4.5,4.375,2.2239,1,9,8,0.1335,-1.0725,0.7923,1.9945
"962","New York Knicks","Austin Rivers",11,"rebounds",2.8182,1.94,2,2.7778,1.4826,0,6,6,0.2315,-1.4851,0.5849,0.8782
"963","Miami Heat","Avery Bradley",7,"rebounds",1.8571,0.6901,2,1.8571,0,1,3,2,0.1065,-1.2441,0.2608,1.167
"964","Miami Heat","Bam Adebayo",10,"rebounds",9,3.3665,8,8.75,3.7065,4,16,12,0.5347,-0.5289,1.0646,5.6335
"965","Houston Rockets","Ben McLemore",6,"rebounds",2.6667,0.8165,3,2.6667,0,1,3,2,-1.3608,-0.0833,0.3333,1.8502
"966","Philadelphia 76ers","Ben Simmons",12,"rebounds",9.25,3.4145,9.5,9.1,4.4478,4,16,12,0.2818,-0.8996,0.9857,5.8355
"967","Charlotte Hornets","Bismack Biyombo",14,"rebounds",7.2857,2.6437,7.5,7.25,2.2239,3,12,9,0.0611,-1.1146,0.7066,4.642
"968","Detroit Pistons","Blake Griffin",10,"rebounds",5.9,2.8848,6,5.75,1.4826,1,12,11,0.3644,-0.0582,0.9123,3.0152
"969","Dallas Mavericks","Boban Marjanovic",10,"rebounds",2.8,2.0976,2.5,2.75,2.2239,0,6,6,0.1716,-1.7234,0.6633,0.7024
"970","Milwaukee Bucks","Bobby Portis",14,"rebounds",8.0714,3.3158,8,8.1667,4.4478,2,13,11,-0.1521,-1.2457,0.8862,4.7556
"971","Atlanta Hawks","Bogdan Bogdanovic",9,"rebounds",3.7778,2.7285,2,3.7778,1.4826,1,9,8,0.7319,-1.0888,0.9095,1.0493
"972","Utah Jazz","Bojan Bogdanovic",14,"rebounds",3.7857,2.0821,3,3.75,2.2239,1,7,6,0.264,-1.4568,0.5565,1.7036
"973","Denver Nuggets","Bol Bol",8,"rebounds",0.75,0.7071,1,0.75,0.7413,0,2,2,0.2652,-1.2969,0.25,0.0429
"974","Golden State Warriors","Brad Wanamaker",13,"rebounds",1.8462,1.4051,1,1.5455,0,1,6,5,1.9127,2.9808,0.3897,0.4411
"975","Washington Wizards","Bradley Beal",10,"rebounds",5.3,2.5841,4.5,5.125,2.9652,2,10,8,0.3978,-1.3448,0.8172,2.7159
"976","Memphis Grizzlies","Brandon Clarke",13,"rebounds",6.0769,2.5968,7,5.9091,2.9652,3,11,8,0.2386,-1.3129,0.7202,3.4801
"977","Atlanta Hawks","Brandon Goodwin",11,"rebounds",1.6364,1.5667,1,1.5556,1.4826,0,4,4,0.4091,-1.6193,0.4724,0.0697000000000001
"978","New Orleans Pelicans","Brandon Ingram",13,"rebounds",6.0769,3.0403,6,6,4.4478,2,11,9,0.294,-1.3561,0.8432,3.0366
"979","Indiana Pacers","Brian Bowen II",1,"rebounds",1,NA,1,1,0,1,1,0,NA,NA,NA,NA
"980","Houston Rockets","Brodric Thomas",3,"rebounds",1,1.7321,0,1,0,0,3,3,0.3849,-2.3333,1,-0.7321
"981","Milwaukee Bucks","Brook Lopez",14,"rebounds",5.4286,3.1796,4,5.25,2.9652,2,11,9,0.542,-1.2875,0.8498,2.249
"982","Brooklyn Nets","Bruce Brown",11,"rebounds",4.3636,4.0068,5,3.6667,5.9304,1,14,13,1.0208,0.2773,1.2081,0.3568
"983","Houston Rockets","Bruno Caboclo",6,"rebounds",2.3333,2.2509,1.5,2.3333,1.4826,0,6,6,0.5326,-1.5428,0.9189,0.0823999999999998
"984","Atlanta Hawks","Bruno Fernando",8,"rebounds",4.625,2.9731,4.5,4.625,2.2239,1,10,9,0.3474,-1.0607,1.0511,1.6519
"985","Milwaukee Bucks","Bryn Forbes",14,"rebounds",1,1.0377,1,0.9167,1.4826,0,3,3,0.3835,-1.3987,0.2774,-0.0377000000000001
"986","Sacramento Kings","Buddy Hield",14,"rebounds",4.0714,2.0178,4,4.0833,1.4826,0,8,8,-0.1943,-0.2691,0.5393,2.0536
"987","Portland Trail Blazers","CJ Elleby",6,"rebounds",0.3333,0.8165,0,0.3333,0,0,2,2,1.3608,-0.0833,0.3333,-0.4832
"988","Portland Trail Blazers","CJ McCollum",13,"rebounds",3.9231,2.3966,3,3.8182,1.4826,0,9,9,0.4522,-0.4643,0.6647,1.5265
"989","Charlotte Hornets","Caleb Martin",13,"rebounds",2.4615,2.0662,2,2.3636,2.9652,0,6,6,0.2598,-1.4598,0.5731,0.3953
"990","Atlanta Hawks","Cam Reddish",11,"rebounds",4.6364,1.6293,5,4.6667,1.4826,2,7,5,0.0313,-1.3369,0.4912,3.0071
"991","Phoenix Suns","Cameron Johnson",12,"rebounds",3.25,1.2881,3.5,3.3,1.4826,1,5,4,-0.1901,-1.3959,0.3718,1.9619
"992","Phoenix Suns","Cameron Payne",10,"rebounds",2.4,1.3499,2,2.25,1.4826,1,5,4,0.5561,-1.0692,0.4269,1.0501
"993","Brooklyn Nets","Caris LeVert",12,"rebounds",4.3333,2.3094,4.5,4.2,0.7413,1,9,8,0.2361,-0.6497,0.6667,2.0239
"994","Portland Trail Blazers","Carmelo Anthony",13,"rebounds",3.0769,1.4412,3,3.0909,1.4826,1,5,4,0.0319,-1.5068,0.3997,1.6357
"995","Boston Celtics","Carsen Edwards",4,"rebounds",0.75,1.5,0,0.75,0,0,3,3,0.75,-1.6875,0.75,-0.75
"996","Indiana Pacers","Cassius Stanley",6,"rebounds",0.3333,0.5164,0,0.3333,0,0,1,1,0.5379,-1.9583,0.2108,-0.1831
"997","Washington Wizards","Cassius Winston",1,"rebounds",0,NA,0,0,0,0,0,0,NA,NA,NA,NA
"998","Cleveland Cavaliers","Cedi Osman",13,"rebounds",3.7692,1.5892,4,3.7273,1.4826,1,7,6,0.1177,-0.6491,0.4408,2.18
"999","Chicago Bulls","Chandler Hutchison",4,"rebounds",4.25,2.9861,4,4.25,2.9652,1,8,7,0.1584,-2.0187,1.493,1.2639
"1000","Sacramento Kings","Chimezie Metu",5,"rebounds",2.8,3.2711,3,2.8,4.4478,0,8,8,0.5527,-1.508,1.4629,-0.4711
"1001","Toronto Raptors","Chris Boucher",13,"rebounds",7,3.1091,8,7.2727,2.9652,1,10,9,-0.5989,-1.0968,0.8623,3.8909
"1002","Brooklyn Nets","Chris Chiozza",6,"rebounds",1.3333,1.3663,1,1.3333,1.4826,0,3,3,0.2904,-1.9583,0.5578,-0.0330000000000001
"1003","Phoenix Suns","Chris Paul",12,"rebounds",4.5,1.9771,4,4.3,1.4826,2,9,7,0.7763,-0.0947,0.5708,2.5229
"1004","Miami Heat","Chris Silva",6,"rebounds",3,3.2249,2.5,3,3.7065,0,8,8,0.3578,-1.7364,1.3166,-0.2249
"1005","Houston Rockets","Christian Wood",11,"rebounds",10.7273,5.0812,12,10.7778,4.4478,3,18,15,-0.2547,-1.4705,1.532,5.6461
"1006","Orlando Magic","Chuma Okeke",5,"rebounds",2.6,1.6733,3,2.6,2.9652,1,5,4,0.2459,-1.818,0.7483,0.9267
"1007","Atlanta Hawks","Clint Capela",11,"rebounds",13.0909,2.8794,12,12.8889,1.4826,9,19,10,0.5574,-0.8077,0.8682,10.2115
"1008","Chicago Bulls","Coby White",14,"rebounds",5.2143,2.6364,4.5,5.0833,2.9652,2,10,8,0.3694,-1.3724,0.7046,2.5779
"1009","Charlotte Hornets","Cody Martin",11,"rebounds",2.2727,2.0045,2,2.1111,1.4826,0,6,6,0.5406,-1.2053,0.6044,0.2682
"1010","Charlotte Hornets","Cody Zeller",1,"rebounds",3,NA,3,3,0,3,3,0,NA,NA,NA,NA
"1011","Orlando Magic","Cole Anthony",14,"rebounds",4.2857,1.7289,4.5,4.25,2.2239,2,7,5,0.088,-1.3563,0.4621,2.5568
"1012","Cleveland Cavaliers","Collin Sexton",8,"rebounds",2.125,0.6409,2,2.125,0,1,3,2,-0.0445,-0.9434,0.2266,1.4841
"1013","Sacramento Kings","Cory Joseph",14,"rebounds",2.2143,1.6723,2,2.0833,1.4826,0,6,6,0.7864,-0.0885,0.447,0.542
"1014","Chicago Bulls","Cristiano Felicio",1,"rebounds",3,NA,3,3,0,3,3,0,NA,NA,NA,NA
"1015","Minnesota Timberwolves","D'Angelo Russell",12,"rebounds",3.1667,1.3371,3,3.3,0.7413,0,5,5,-0.6933,0.2841,0.386,1.8296
"1016","Milwaukee Bucks","D.J. Augustin",13,"rebounds",1.2308,1.4233,1,1.0909,1.4826,0,4,4,0.9075,-0.5666,0.3947,-0.1925
"1017","Milwaukee Bucks","D.J. Wilson",7,"rebounds",2.7143,1.496,3,2.7143,1.4826,1,5,4,0.1567,-1.6432,0.5654,1.2183
"1018","Philadelphia 76ers","Dakota Mathias",8,"rebounds",0.875,0.6409,1,0.875,0,0,2,2,0.0445,-0.9434,0.2266,0.2341
"1019","Phoenix Suns","Damian Jones",5,"rebounds",1.8,0.8367,2,1.8,1.4826,1,3,2,0.2459,-1.818,0.3742,0.9633
"1020","Portland Trail Blazers","Damian Lillard",14,"rebounds",4.7143,1.6838,4.5,4.8333,0.7413,1,7,6,-0.3005,-0.4683,0.45,3.0305
"1021","Golden State Warriors","Damion Lee",13,"rebounds",3.1538,2.1153,2,3,1.4826,1,7,6,0.8873,-0.8668,0.5867,1.0385
"1022","Cleveland Cavaliers","Damyean Dotson",12,"rebounds",1.6667,1.0731,1.5,1.6,0.7413,0,4,4,0.6144,-0.3884,0.3098,0.5936
"1023","Chicago Bulls","Daniel Gafford",12,"rebounds",2.3333,1.4355,2.5,2.3,1.4826,0,5,5,0.1377,-1.0723,0.4144,0.8978
"1024","LA Clippers","Daniel Oturu",7,"rebounds",2,1.5275,2,2,1.4826,0,4,4,-0.2405,-1.688,0.5774,0.4725
"1025","Boston Celtics","Daniel Theis",12,"rebounds",5.1667,1.9462,5,4.9,1.4826,3,10,7,1.0751,0.5292,0.5618,3.2205
"1026","Atlanta Hawks","Danilo Gallinari",2,"rebounds",2.5,2.1213,2.5,2.5,2.2239,1,4,3,0,-2.75,1.5,0.3787
"1027","Philadelphia 76ers","Danny Green",14,"rebounds",3.6429,2.6197,3,3.4167,2.2239,0,10,10,0.72,0.1386,0.7001,1.0232
"1028","Cleveland Cavaliers","Dante Exum",6,"rebounds",2.8333,1.9408,3.5,2.8333,1.4826,0,5,5,-0.3546,-1.8078,0.7923,0.8925
"1029","Houston Rockets","Danuel House Jr.",4,"rebounds",4.5,1.291,4.5,4.5,1.4826,3,6,3,0,-2.0775,0.6455,3.209
"1030","Phoenix Suns","Dario Saric",7,"rebounds",4.5714,1.3973,5,4.5714,1.4826,2,6,4,-0.5963,-1.0387,0.5281,3.1741
"1031","Oklahoma City Thunder","Darius Bazley",13,"rebounds",7.1538,3.2106,6,7.1818,2.9652,2,12,10,0.2484,-1.3633,0.8904,3.9432
"1032","Cleveland Cavaliers","Darius Garland",6,"rebounds",3.3333,2.3381,3.5,3.3333,2.2239,0,6,6,-0.1768,-1.9081,0.9545,0.9952
"1033","Oklahoma City Thunder","Darius Miller",3,"rebounds",0.3333,0.5774,0,0.3333,0,0,1,1,0.3849,-2.3333,0.3333,-0.2441
"1034","Houston Rockets","David Nwaba",11,"rebounds",2.2727,1.2721,2,2.1111,1.4826,1,5,4,0.8628,-0.4863,0.3835,1.0006
"1035","Washington Wizards","Davis Bertans",11,"rebounds",3.0909,1.3751,3,3,1.4826,1,6,5,0.4837,-0.533,0.4146,1.7158
"1036","Sacramento Kings","De'Aaron Fox",14,"rebounds",2.9286,1.94,3.5,2.9167,2.2239,0,6,6,-0.1419,-1.4502,0.5185,0.9886
"1037","Atlanta Hawks","De'Andre Hunter",13,"rebounds",6.1538,2.3751,6,6.0909,2.9652,2,11,9,0.1074,-0.566,0.6587,3.7787
"1038","Memphis Grizzlies","De'Anthony Melton",7,"rebounds",2.2857,1.3801,2,2.2857,1.4826,1,5,4,0.8717,-0.6366,0.5216,0.9056
"1039","Brooklyn Nets","DeAndre Jordan",14,"rebounds",7.1429,3.9973,6,7.25,5.9304,1,12,11,-0.0772,-1.558,1.0683,3.1456
"1040","Toronto Raptors","DeAndre' Bembry",6,"rebounds",0.5,0.8367,0,0.5,0,0,2,2,0.8537,-1.1718,0.3416,-0.3367
"1041","San Antonio Spurs","DeMar DeRozan",12,"rebounds",5.75,1.8153,5,5.7,1.4826,3,9,6,0.5903,-0.7461,0.524,3.9347
"1042","Houston Rockets","DeMarcus Cousins",9,"rebounds",5.8889,3.9193,5,5.8889,1.4826,1,14,13,0.8268,-0.5133,1.3064,1.9696
"1043","Cleveland Cavaliers","Dean Wade",12,"rebounds",1.5,1.5667,1,1.4,1.4826,0,4,4,0.5201,-1.4958,0.4523,-0.0667
"1044","Phoenix Suns","Deandre Ayton",12,"rebounds",11.6667,3.3394,12,11.8,4.4478,6,16,10,-0.19,-1.4555,0.964,8.3273
"1045","Detroit Pistons","Deividas Sirvydis",2,"rebounds",0,0,0,0,0,0,0,0,NA,NA,0,0
"1046","San Antonio Spurs","Dejounte Murray",14,"rebounds",7.4286,2.8478,7.5,7.25,2.9652,3,14,11,0.5052,-0.2248,0.7611,4.5808
"1047","Detroit Pistons","Delon Wright",13,"rebounds",3.6154,2.1031,3,3.4545,2.9652,1,8,7,0.4712,-0.9268,0.5833,1.5123
"1048","Washington Wizards","Deni Avdija",11,"rebounds",4,2.569,4,3.8889,1.4826,0,9,9,0.2895,-0.7836,0.7746,1.431
"1049","Los Angeles Lakers","Dennis Schroder",15,"rebounds",4.2,2.4842,4,3.8462,1.4826,1,12,11,1.8222,3.7548,0.6414,1.7158
"1050","New York Knicks","Dennis Smith Jr.",3,"rebounds",0.6667,1.1547,0,0.6667,0,0,2,2,0.3849,-2.3333,0.6667,-0.488
"1051","Chicago Bulls","Denzel Valentine",10,"rebounds",4.6,2.0656,4,4.625,0,1,8,7,0.3486,-0.6048,0.6532,2.5344
"1052","Utah Jazz","Derrick Favors",14,"rebounds",5.7143,3.3611,5,5.4167,2.2239,1,14,13,1.0539,0.4301,0.8983,2.3532
"1053","Portland Trail Blazers","Derrick Jones Jr.",14,"rebounds",4.2143,2.3264,3.5,4.0833,2.2239,1,9,8,0.6447,-0.7707,0.6218,1.8879
"1054","Detroit Pistons","Derrick Rose",10,"rebounds",2,1.5635,1.5,1.875,0.7413,0,5,5,0.628,-1.0252,0.4944,0.4365
"1055","San Antonio Spurs","Derrick White",1,"rebounds",1,NA,1,1,0,1,1,0,NA,NA,NA,NA
"1056","Memphis Grizzlies","Desmond Bane",13,"rebounds",2.7692,1.4806,3,2.6364,1.4826,1,6,5,0.5065,-0.6587,0.4107,1.2886
"1057","Phoenix Suns","Devin Booker",12,"rebounds",3.25,1.7645,3,3.3,2.2239,0,6,6,-0.1649,-1.0661,0.5094,1.4855
"1058","San Antonio Spurs","Devin Vassell",13,"rebounds",3.6923,2.1364,3,3.6364,1.4826,1,7,6,0.5596,-1.3454,0.5925,1.5559
"1059","Chicago Bulls","Devon Dotson",1,"rebounds",1,NA,1,1,0,1,1,0,NA,NA,NA,NA
"1060","Charlotte Hornets","Devonte' Graham",14,"rebounds",3.3571,2.2051,3,3.25,1.4826,0,8,8,0.2973,-0.6056,0.5893,1.152
"1061","Memphis Grizzlies","Dillon Brooks",13,"rebounds",3.9231,1.801,4,3.8182,1.4826,2,7,5,0.4212,-1.2492,0.4995,2.1221
"1062","Indiana Pacers","Domantas Sabonis",13,"rebounds",12.8462,3.1845,12,12.2727,1.4826,10,22,12,1.6869,2.4038,0.8832,9.6617
"1063","Utah Jazz","Donovan Mitchell",14,"rebounds",3.7143,1.4899,3.5,3.5833,0.7413,2,7,5,0.714,-0.4841,0.3982,2.2244
"1064","Milwaukee Bucks","Donte DiVincenzo",14,"rebounds",3.8571,2.3487,4,3.5833,1.4826,1,10,9,0.8863,0.8566,0.6277,1.5084
"1065","Dallas Mavericks","Dorian Finney-Smith",8,"rebounds",5,2.5635,5.5,5,2.9652,1,8,7,-0.2671,-1.5469,0.9063,2.4365
"1066","Indiana Pacers","Doug McDermott",13,"rebounds",3.3846,2.8734,3,3.1818,2.9652,0,9,9,0.6548,-1.0071,0.7969,0.5112
"1067","Golden State Warriors","Draymond Green",9,"rebounds",5.3333,2.1213,5,5.3333,1.4826,3,9,6,0.4501,-1.3685,0.7071,3.212
"1068","San Antonio Spurs","Drew Eubanks",3,"rebounds",4.3333,1.1547,5,4.3333,0,3,5,2,-0.3849,-2.3333,0.6667,3.1786
"1069","Miami Heat","Duncan Robinson",12,"rebounds",3.9167,1.505,4,3.9,1.4826,2,6,4,-0.0187,-1.6405,0.4345,2.4117
"1070","Orlando Magic","Dwayne Bacon",14,"rebounds",3,2.3859,3,2.8333,1.4826,0,8,8,1.0414,0.0465,0.6376,0.6141
"1071","Philadelphia 76ers","Dwight Howard",14,"rebounds",7.7857,4.8545,7,7.5,5.9304,1,18,17,0.4321,-0.9643,1.2974,2.9312
"1072","Dallas Mavericks","Dwight Powell",9,"rebounds",3.5556,2.2423,4,3.5556,1.4826,0,8,8,0.3787,-0.5109,0.7474,1.3133
"1073","Cleveland Cavaliers","Dylan Windler",1,"rebounds",0,NA,0,0,0,0,0,0,NA,NA,NA,NA
"1074","Phoenix Suns","E'Twaun Moore",2,"rebounds",0.5,0.7071,0.5,0.5,0.7413,0,1,1,0,-2.75,0.5,-0.2071
"1075","Minnesota Timberwolves","Ed Davis",9,"rebounds",5.3333,3.2016,6,5.3333,2.9652,0,10,10,-0.3702,-1.2042,1.0672,2.1317
"1076","Indiana Pacers","Edmond Sumner",6,"rebounds",2.1667,1.7224,3,2.1667,0.7413,0,4,4,-0.4059,-1.924,0.7032,0.4443
