"","nameTeam","namePlayer","pts","ast","treb","PRA"
"1467","Washington Wizards","Troy Brown Jr.",6,1,1,8
"1468","Washington Wizards","Deni Avdija",6,3,4,13
"1469","Chicago Bulls","Garrett Temple",8,4,2,14
"1470","Chicago Bulls","Thaddeus Young",15,6,3,24
"1471","Chicago Bulls","Denzel Valentine",3,1,4,8
"1472","Chicago Bulls","Patrick Williams",10,0,1,11
"1473","Washington Wizards","Rui Hachimura",17,3,5,25
"1474","Indiana Pacers","Victor Oladipo",16,8,4,28
"1475","Indiana Pacers","Malcolm Brogdon",17,5,4,26
"1476","Cleveland Cavaliers","JaVale McGee",7,0,13,20
"1477","Cleveland Cavaliers","Dean Wade",0,0,0,0
"1478","Indiana Pacers","Edmond Sumner",0,0,0,0
"1479","Indiana Pacers","Aaron Holiday",12,2,1,15
"1480","Cleveland Cavaliers","Marques Bolden",3,0,1,4
"1481","Cleveland Cavaliers","Lamar Stevens",0,0,0,0
"1482","Indiana Pacers","Justin Holiday",7,1,4,12
"1483","Cleveland Cavaliers","Dante Exum",7,0,4,11
"1484","Indiana Pacers","Jalen Lecque",3,1,1,5
"1485","Cleveland Cavaliers","Larry Nance Jr.",10,7,5,22
"1486","Cleveland Cavaliers","Andre Drummond",11,4,13,28
"1487","Cleveland Cavaliers","Darius Garland",21,5,2,28
"1488","Indiana Pacers","T.J. McConnell",4,2,1,7
"1489","Indiana Pacers","JaKarr Sampson",0,0,1,1
"1490","Indiana Pacers","Myles Turner",14,2,7,23
"1491","Cleveland Cavaliers","Thon Maker",6,0,1,7
"1492","Cleveland Cavaliers","Damyean Dotson",3,1,1,5
"1493","Cleveland Cavaliers","Collin Sexton",28,4,1,33
"1494","Indiana Pacers","Kelan Martin",0,0,1,1
"1495","Indiana Pacers","Doug McDermott",18,0,9,27
"1496","Indiana Pacers","Cassius Stanley",3,0,0,3
"1497","Cleveland Cavaliers","Cedi Osman",3,1,2,6
"1498","Indiana Pacers","Domantas Sabonis",25,7,11,43
"1499","Portland Trail Blazers","Rodney Hood",0,0,1,1
"1500","Golden State Warriors","Juan Toscano-Anderson",5,3,3,11
"1501","Golden State Warriors","Draymond Green",0,4,4,8
"1502","Golden State Warriors","Jordan Poole",5,1,1,7
"1503","Portland Trail Blazers","Keljin Blevins",0,0,0,0
"1504","Golden State Warriors","James Wiseman",8,0,5,13
"1505","Portland Trail Blazers","CJ McCollum",28,4,1,33
"1506","Portland Trail Blazers","CJ Elleby",0,1,0,1
"1507","Golden State Warriors","Mychal Mulder",2,1,0,3
"1508","Portland Trail Blazers","Enes Kanter",5,0,2,7
"1509","Portland Trail Blazers","Carmelo Anthony",18,1,5,24
"1510","Golden State Warriors","Brad Wanamaker",2,1,2,5
"1511","Golden State Warriors","Kent Bazemore",8,1,2,11
"1512","Portland Trail Blazers","Robert Covington",8,2,11,21
"1513","Golden State Warriors","Eric Paschall",13,1,4,18
"1514","Golden State Warriors","Andrew Wiggins",15,1,4,20
"1515","Golden State Warriors","Stephen Curry",26,5,8,39
"1516","Portland Trail Blazers","Damian Lillard",34,8,4,46
"1517","Golden State Warriors","Kevon Looney",2,0,0,2
"1518","Golden State Warriors","Kelly Oubre Jr.",10,0,4,14
"1519","Portland Trail Blazers","Derrick Jones Jr.",8,3,8,19
"1520","Golden State Warriors","Damion Lee",2,1,7,10
"1521","Portland Trail Blazers","Anfernee Simons",11,0,6,17
"1522","Portland Trail Blazers","Jusuf Nurkic",8,2,8,18
"1523","Portland Trail Blazers","Harry Giles III",3,2,5,10
"1524","Boston Celtics","Payton Pritchard",0,2,0,2
"1525","Detroit Pistons","Isaiah Stewart",8,0,4,12
"1526","Boston Celtics","Daniel Theis",2,0,6,8
"1527","Detroit Pistons","Killian Hayes",0,6,1,7
"1528","Boston Celtics","Grant Williams",8,0,4,12
"1529","Boston Celtics","Jaylen Brown",25,2,9,36
"1530","Detroit Pistons","Sekou Doumbouya",0,2,5,7
"1531","Boston Celtics","Tristan Thompson",5,2,9,16
"1532","Boston Celtics","Marcus Smart",13,9,3,25
"1533","Boston Celtics","Semi Ojeleye",0,0,1,1
"1534","Boston Celtics","Carsen Edwards",0,0,0,0
"1535","Detroit Pistons","Jerami Grant",24,0,4,28
"1536","Detroit Pistons","Mason Plumlee",8,1,17,26
"1537","Detroit Pistons","Derrick Rose",17,4,5,26
"1538","Detroit Pistons","Delon Wright",2,2,2,6
"1539","Detroit Pistons","Svi Mykhailiuk",9,0,0,9
"1540","Boston Celtics","Robert Williams III",0,0,5,5
"1541","Detroit Pistons","Josh Jackson",11,2,2,15
"1542","Detroit Pistons","Saddiq Bey",17,1,7,25
"1543","Boston Celtics","Jeff Teague",12,3,1,16
"1544","Boston Celtics","Jayson Tatum",28,2,6,36
"1545","Phoenix Suns","Cameron Johnson",9,2,4,15
"1546","Denver Nuggets","Gary Harris",7,2,1,10
"1547","Denver Nuggets","Paul Millsap",15,1,5,21
"1548","Denver Nuggets","PJ Dozier",6,1,4,11
"1549","Denver Nuggets","JaMychal Green",8,2,4,14
"1550","Phoenix Suns","Chris Paul",21,6,5,32
"1551","Denver Nuggets","Nikola Jokic",17,11,9,37
"1552","Denver Nuggets","Isaiah Hartenstein",7,0,3,10
"1553","Phoenix Suns","Devin Booker",22,2,2,26
"1554","Denver Nuggets","R.J. Hampton",0,0,0,0
"1555","Phoenix Suns","Langston Galloway",9,0,1,10
"1556","Phoenix Suns","Deandre Ayton",22,1,11,34
"1557","Denver Nuggets","Jamal Murray",31,5,4,40
"1558","Phoenix Suns","Frank Kaminsky",3,2,4,9
"1559","Phoenix Suns","Jevon Carter",0,2,2,4
"1560","Phoenix Suns","Mikal Bridges",14,2,1,17
"1561","Phoenix Suns","Jae Crowder",4,4,3,11
"1562","Phoenix Suns","Cameron Payne",2,3,4,9
"1563","Denver Nuggets","Monte Morris",10,2,3,15
"1564","Denver Nuggets","Facundo Campazzo",0,0,0,0
"1565","Denver Nuggets","Will Barton",2,4,5,11
"1566","LA Clippers","Serge Ibaka",13,1,4,18
"1567","LA Clippers","Nicolas Batum",9,0,7,16
"1568","LA Clippers","Patrick Beverley",6,0,1,7
"1569","LA Clippers","Paul George",25,4,8,37
"1570","Utah Jazz","Jordan Clarkson",9,2,5,16
"1571","LA Clippers","Kawhi Leonard",20,9,16,45
"1572","LA Clippers","Reggie Jackson",0,0,0,0
"1573","LA Clippers","Ivica Zubac",12,0,2,14
"1574","Utah Jazz","Joe Ingles",11,7,8,26
"1575","LA Clippers","Luke Kennard",6,0,2,8
"1576","LA Clippers","Amir Coffey",0,0,0,0
"1577","LA Clippers","Terance Mann",2,0,3,5
"1578","Utah Jazz","Bojan Bogdanovic",6,1,3,10
"1579","Utah Jazz","Mike Conley",33,7,2,42
"1580","Utah Jazz","Derrick Favors",14,2,11,27
"1581","Utah Jazz","Rudy Gobert",12,1,9,22
"1582","Utah Jazz","Royce O'Neale",6,2,4,12
"1583","Utah Jazz","Georges Niang",0,1,0,1
"1584","Utah Jazz","Donovan Mitchell",15,5,4,24
"1585","LA Clippers","Lou Williams",7,5,0,12
"1586","San Antonio Spurs","Keldon Johnson",26,1,10,37
"1587","Los Angeles Lakers","Talen Horton-Tucker",5,0,1,6
"1588","Los Angeles Lakers","Montrezl Harrell",4,1,11,16
"1589","Los Angeles Lakers","Marc Gasol",0,3,8,11
"1590","Los Angeles Lakers","Kyle Kuzma",11,1,4,16
"1591","Los Angeles Lakers","Anthony Davis",34,5,11,50
"1592","San Antonio Spurs","Lonnie Walker IV",8,3,1,12
"1593","San Antonio Spurs","DeMar DeRozan",23,7,9,39
"1594","San Antonio Spurs","Jakob Poeltl",0,3,5,8
"1595","Los Angeles Lakers","LeBron James",26,10,11,47
"1596","San Antonio Spurs","Derrick White",9,1,1,11
"1597","Los Angeles Lakers","Wesley Matthews",0,3,2,5
"1598","Los Angeles Lakers","Markieff Morris",3,0,4,7
"1599","Los Angeles Lakers","Kentavious Caldwell-Pope",11,1,2,14
"1600","San Antonio Spurs","Patty Mills",10,4,3,17
"1601","San Antonio Spurs","Rudy Gay",15,2,3,20
"1602","San Antonio Spurs","Drew Eubanks",0,1,5,6
"1603","Los Angeles Lakers","Dennis Schroder",15,3,4,22
"1604","San Antonio Spurs","Dejounte Murray",12,1,8,21
"1605","Milwaukee Bucks","Bobby Portis",13,1,12,26
"1606","Milwaukee Bucks","Khris Middleton",14,6,2,22
"1607","Milwaukee Bucks","Jrue Holiday",11,4,1,16
"1608","Chicago Bulls","Devon Dotson",4,0,1,5
"1609","Milwaukee Bucks","Brook Lopez",9,1,3,13
"1610","Chicago Bulls","Otto Porter Jr.",9,2,4,15
"1611","Chicago Bulls","Zach LaVine",16,2,6,24
"1612","Chicago Bulls","Luke Kornet",2,0,1,3
"1613","Chicago Bulls","Wendell Carter Jr.",12,3,5,20
"1614","Milwaukee Bucks","Sam Merrill",0,0,1,1
"1615","Chicago Bulls","Patrick Williams",8,0,6,14
"1616","Milwaukee Bucks","Thanasis Antetokounmpo",0,2,1,3
"1617","Milwaukee Bucks","D.J. Wilson",3,1,2,6
"1618","Milwaukee Bucks","Jordan Nwora",7,0,3,10
"1619","Chicago Bulls","Adam Mokoka",4,1,1,6
"1620","Chicago Bulls","Cristiano Felicio",0,2,3,5
"1621","Milwaukee Bucks","Giannis Antetokounmpo",29,8,12,49
"1622","Milwaukee Bucks","Donte DiVincenzo",11,1,1,13
"1623","Milwaukee Bucks","Bryn Forbes",18,0,0,18
"1624","Chicago Bulls","Coby White",12,3,4,19
"1625","Chicago Bulls","Daniel Gafford",5,1,3,9
"1626","Chicago Bulls","Thaddeus Young",6,2,1,9
"1627","Milwaukee Bucks","D.J. Augustin",0,2,1,3
"1628","Milwaukee Bucks","Pat Connaughton",11,1,5,17
"1629","Chicago Bulls","Denzel Valentine",14,0,5,19
"1630","Chicago Bulls","Garrett Temple",4,2,2,8
"1631","Minnesota Timberwolves","Ed Davis",0,3,10,13
"1632","Minnesota Timberwolves","D'Angelo Russell",14,3,4,21
"1633","Minnesota Timberwolves","Jake Layman",12,1,1,14
"1634","Minnesota Timberwolves","Jarrett Culver",4,0,2,6
"1635","Minnesota Timberwolves","Naz Reid",17,1,6,24
"1636","Minnesota Timberwolves","Anthony Edwards",17,2,3,22
"1637","Minnesota Timberwolves","Jaden McDaniels",0,1,1,2
"1638","Washington Wizards","Bradley Beal",31,7,3,41
"1639","Washington Wizards","Raul Neto",12,2,0,14
"1640","Washington Wizards","Anzejs Pasecniks",0,1,1,2
"1641","Washington Wizards","Thomas Bryant",18,2,7,27
"1642","Washington Wizards","Troy Brown Jr.",4,1,3,8
"1643","Washington Wizards","Rui Hachimura",11,2,4,17
"1644","Washington Wizards","Isaac Bonga",0,0,1,1
"1645","Washington Wizards","Garrison Mathews",3,2,1,6
"1646","Washington Wizards","Anthony Gill",0,0,0,0
"1647","Washington Wizards","Robin Lopez",11,2,6,19
"1648","Minnesota Timberwolves","Ricky Rubio",3,5,2,10
"1649","Washington Wizards","Ish Smith",5,9,6,20
"1650","Minnesota Timberwolves","Jarred Vanderbilt",6,1,4,11
"1651","Washington Wizards","Davis Bertans",11,1,2,14
"1652","Minnesota Timberwolves","Malik Beasley",21,0,3,24
"1653","Minnesota Timberwolves","Juancho Hernangomez",5,0,3,8
"1654","Washington Wizards","Deni Avdija",11,3,7,21
"1655","Washington Wizards","Jerome Robinson",13,3,2,18
"1656","Minnesota Timberwolves","Jordan McLaughlin",10,0,4,14
"1657","Brooklyn Nets","DeAndre Jordan",8,1,5,14
"1658","Atlanta Hawks","Skylar Mays",0,0,0,0
"1659","Atlanta Hawks","De'Andre Hunter",23,1,6,30
"1660","Atlanta Hawks","Brandon Goodwin",3,3,3,9
"1661","Atlanta Hawks","Cam Reddish",12,1,7,20
"1662","Brooklyn Nets","Kevin Durant",28,4,8,40
"1663","Brooklyn Nets","Jeff Green",7,1,0,8
"1664","Atlanta Hawks","Solomon Hill",6,1,4,11
"1665","Atlanta Hawks","Bogdan Bogdanovic",7,1,2,10
"1666","Atlanta Hawks","John Collins",20,2,8,30
"1667","Atlanta Hawks","Bruno Fernando",0,0,1,1
"1668","Atlanta Hawks","Kevin Huerter",10,2,1,13
"1669","Atlanta Hawks","Trae Young",21,7,5,33
"1670","Atlanta Hawks","Nathan Knight",0,0,0,0
"1671","Brooklyn Nets","Joe Harris",12,3,7,22
"1672","Brooklyn Nets","Timothe Luwawu-Cabarrot",2,1,1,4
"1673","Brooklyn Nets","Bruce Brown",2,0,1,3
"1674","Brooklyn Nets","Landry Shamet",0,1,1,2
"1675","Brooklyn Nets","Kyrie Irving",18,4,11,33
"1676","Brooklyn Nets","Reggie Perry",0,1,1,2
"1677","Brooklyn Nets","Taurean Prince",5,0,3,8
"1678","Atlanta Hawks","Clint Capela",12,6,11,29
"1679","Brooklyn Nets","Jarrett Allen",5,0,4,9
"1680","Brooklyn Nets","Caris LeVert",8,3,2,13
"1681","Brooklyn Nets","Chris Chiozza",1,0,0,1
"1682","Brooklyn Nets","Tyler Johnson",0,0,0,0
"1683","Brooklyn Nets","Rodions Kurucs",0,0,1,1
"1684","Dallas Mavericks","James Johnson",8,1,3,12
"1685","Dallas Mavericks","Trey Burke",8,0,3,11
"1686","Dallas Mavericks","Dwight Powell",2,1,8,11
"1687","Dallas Mavericks","Josh Richardson",11,3,3,17
"1688","Dallas Mavericks","Dorian Finney-Smith",12,0,5,17
"1689","Dallas Mavericks","Maxi Kleber",5,1,4,10
"1690","Dallas Mavericks","Willie Cauley-Stein",0,0,3,3
"1691","Dallas Mavericks","Luka Doncic",27,7,15,49
"1692","Miami Heat","Andre Iguodala",3,0,2,5
"1693","Miami Heat","Goran Dragic",10,7,5,22
"1694","Miami Heat","Avery Bradley",15,1,1,17
"1695","Miami Heat","Jimmy Butler",2,2,3,7
"1696","Miami Heat","Maurice Harkless",0,0,1,1
"1697","Miami Heat","Kelly Olynyk",8,2,3,13
"1698","Dallas Mavericks","Jalen Brunson",2,2,3,7
"1699","Miami Heat","Duncan Robinson",5,3,6,14
"1700","Miami Heat","Bam Adebayo",19,2,11,32
"1701","Miami Heat","Kendrick Nunn",0,0,0,0
"1702","Miami Heat","Tyler Herro",11,2,3,16
"1703","Miami Heat","Precious Achiuwa",10,1,6,17
"1704","Dallas Mavericks","Tim Hardaway Jr.",18,3,2,23
"1705","Memphis Grizzlies","Jonas Valanciunas",14,1,10,25
"1706","Memphis Grizzlies","Dillon Brooks",21,2,3,26
"1707","Memphis Grizzlies","Desmond Bane",10,4,2,16
"1708","Memphis Grizzlies","Sean McDermott",3,1,0,4
"1709","Charlotte Hornets","Miles Bridges",2,2,7,11
"1710","Charlotte Hornets","Cody Martin",4,1,1,6
"1711","Charlotte Hornets","P.J. Washington",10,0,4,14
"1712","Charlotte Hornets","LaMelo Ball",15,6,3,24
"1713","Charlotte Hornets","Nick Richards",2,0,1,3
"1714","Charlotte Hornets","Gordon Hayward",14,1,3,18
"1715","Charlotte Hornets","Bismack Biyombo",16,2,12,30
"1716","Memphis Grizzlies","Kyle Anderson",18,5,11,34
"1717","Memphis Grizzlies","Tyus Jones",6,12,1,19
"1718","Charlotte Hornets","Terry Rozier",6,2,2,10
"1719","Memphis Grizzlies","Brandon Clarke",15,3,4,22
"1720","Charlotte Hornets","Jalen McDaniels",7,2,5,14
"1721","Memphis Grizzlies","John Konchar",7,5,9,21
"1722","Memphis Grizzlies","Gorgui Dieng",14,1,8,23
"1723","Charlotte Hornets","Devonte' Graham",3,5,2,10
"1724","Charlotte Hornets","Caleb Martin",14,2,2,18
"1725","Atlanta Hawks","Clint Capela",16,0,16,32
"1726","Atlanta Hawks","Bogdan Bogdanovic",11,2,2,15
"1727","Atlanta Hawks","John Collins",10,5,4,19
"1728","Atlanta Hawks","Kevin Huerter",13,1,10,24
"1729","Atlanta Hawks","Trae Young",16,10,4,30
"1730","Atlanta Hawks","Brandon Goodwin",6,1,0,7
"1731","Atlanta Hawks","De'Andre Hunter",17,2,5,24
"1732","Cleveland Cavaliers","JaVale McGee",14,4,9,27
"1733","Cleveland Cavaliers","Andre Drummond",12,0,11,23
"1734","Cleveland Cavaliers","Dante Exum",6,1,5,12
"1735","Cleveland Cavaliers","Larry Nance Jr.",9,6,11,26
"1736","Cleveland Cavaliers","Cedi Osman",11,2,4,17
"1737","Cleveland Cavaliers","Thon Maker",2,1,0,3
"1738","Atlanta Hawks","Solomon Hill",0,0,1,1
"1739","Cleveland Cavaliers","Collin Sexton",27,3,2,32
"1740","Cleveland Cavaliers","Darius Garland",8,2,2,12
"1741","Cleveland Cavaliers","Dean Wade",0,0,1,1
"1742","Atlanta Hawks","Bruno Fernando",0,0,4,4
"1743","Atlanta Hawks","Cam Reddish",2,1,2,5
"1744","Cleveland Cavaliers","Damyean Dotson",7,0,1,8
"1745","Philadelphia 76ers","Dwight Howard",5,0,1,6
"1746","Philadelphia 76ers","Danny Green",13,4,2,19
"1747","Philadelphia 76ers","Seth Curry",21,6,0,27
"1748","Philadelphia 76ers","Joel Embiid",19,4,14,37
"1749","Philadelphia 76ers","Ben Simmons",15,11,12,38
"1750","Philadelphia 76ers","Matisse Thybulle",3,1,1,5
"1751","Philadelphia 76ers","Tyrese Maxey",9,2,2,13
"1752","Charlotte Hornets","Gordon Hayward",20,6,6,32
"1753","Charlotte Hornets","Terry Rozier",35,3,2,40
"1754","Charlotte Hornets","Miles Bridges",8,2,4,14
"1755","Charlotte Hornets","Devonte' Graham",5,9,3,17
"1756","Charlotte Hornets","Caleb Martin",9,2,5,16
"1757","Charlotte Hornets","P.J. Washington",9,2,5,16
"1758","Charlotte Hornets","Jalen McDaniels",4,0,2,6
"1759","Charlotte Hornets","LaMelo Ball",13,5,4,22
"1760","Philadelphia 76ers","Tobias Harris",24,6,9,39
"1761","Philadelphia 76ers","Shake Milton",18,1,4,23
"1762","Charlotte Hornets","Bismack Biyombo",9,5,9,23
"1763","Indiana Pacers","Myles Turner",17,0,4,21
"1764","New York Knicks","Reggie Bullock",6,1,7,14
"1765","New York Knicks","Elfrid Payton",19,5,8,32
"1766","New York Knicks","Nerlens Noel",4,0,6,10
"1767","New York Knicks","Julius Randle",12,8,11,31
"1768","New York Knicks","Mitchell Robinson",16,1,9,26
"1769","New York Knicks","RJ Barrett",25,3,5,33
"1770","Indiana Pacers","T.J. McConnell",2,5,0,7
"1771","Indiana Pacers","Aaron Holiday",0,1,2,3
"1772","Indiana Pacers","Kelan Martin",0,0,2,2
"1773","Indiana Pacers","Malcolm Brogdon",33,7,3,43
"1774","Indiana Pacers","Justin Holiday",12,2,1,15
"1775","Indiana Pacers","Victor Oladipo",16,3,7,26
"1776","Indiana Pacers","Doug McDermott",9,0,0,9
"1777","Indiana Pacers","Domantas Sabonis",13,4,13,30
"1778","New York Knicks","Immanuel Quickley",9,2,1,12
"1779","New York Knicks","Kevin Knox II",0,1,2,3
"1780","New York Knicks","Austin Rivers",15,2,2,19
"1781","Orlando Magic","Khem Birch",5,0,2,7
"1782","Orlando Magic","Markelle Fultz",12,8,3,23
"1783","Oklahoma City Thunder","Al Horford",12,4,7,23
"1784","Orlando Magic","Terrence Ross",26,2,5,33
"1785","Oklahoma City Thunder","Mike Muscala",8,0,6,14
"1786","Oklahoma City Thunder","Shai Gilgeous-Alexander",16,7,4,27
"1787","Orlando Magic","Gary Clark",0,1,6,7
"1788","Orlando Magic","Nikola Vucevic",30,2,13,45
"1789","Orlando Magic","Michael Carter-Williams",4,1,9,14
"1790","Oklahoma City Thunder","Luguentz Dort",9,0,4,13
"1791","Orlando Magic","Aaron Gordon",15,5,8,28
"1792","Oklahoma City Thunder","Theo Maledon",12,4,3,19
"1793","Orlando Magic","Dwayne Bacon",5,1,4,10
"1794","Orlando Magic","Cole Anthony",2,1,5,8
"1795","Oklahoma City Thunder","Darius Bazley",19,2,12,33
"1796","Oklahoma City Thunder","George Hill",18,5,1,24
"1797","Oklahoma City Thunder","Hamidou Diallo",12,0,8,20
"1798","Oklahoma City Thunder","Kenrich Williams",2,0,5,7
"1799","Oklahoma City Thunder","Aleksej Pokusevski",0,0,2,2
"1800","Sacramento Kings","Nemanja Bjelica",1,1,7,9
"1801","Houston Rockets","Danuel House Jr.",5,1,6,12
"1802","Houston Rockets","Eric Gordon",21,4,3,28
"1803","Sacramento Kings","Cory Joseph",6,0,6,12
"1804","Sacramento Kings","Harrison Barnes",19,0,7,26
"1805","Sacramento Kings","Glenn Robinson III",5,2,3,10
"1806","Houston Rockets","David Nwaba",5,0,2,7
"1807","Sacramento Kings","De'Aaron Fox",23,4,2,29
"1808","Houston Rockets","Sterling Brown",11,1,6,18
"1809","Houston Rockets","Jae'Sean Tate",5,1,2,8
"1810","Houston Rockets","John Wall",28,6,4,38
"1811","Sacramento Kings","Richaun Holmes",11,0,9,20
"1812","Sacramento Kings","Buddy Hield",17,2,4,23
"1813","Houston Rockets","P.J. Tucker",5,1,4,10
"1814","Houston Rockets","Christian Wood",20,1,15,36
"1815","Houston Rockets","DeMarcus Cousins",2,0,6,8
"1816","Sacramento Kings","Marvin Bagley III",12,2,9,23
"1817","Sacramento Kings","Kyle Guy",0,0,0,0
"1818","Toronto Raptors","Norman Powell",12,0,2,14
"1819","New Orleans Pelicans","Josh Hart",9,2,7,18
"1820","New Orleans Pelicans","Eric Bledsoe",19,10,5,34
"1821","New Orleans Pelicans","Steven Adams",13,1,10,24
"1822","New Orleans Pelicans","Brandon Ingram",31,4,6,41
"1823","New Orleans Pelicans","Lonzo Ball",13,4,4,21
"1824","New Orleans Pelicans","Zion Williamson",21,1,7,29
"1825","New Orleans Pelicans","Jaxson Hayes",6,0,8,14
"1826","New Orleans Pelicans","Nickeil Alexander-Walker",3,1,0,4
"1827","New Orleans Pelicans","Nicolo Melli",0,0,1,1
"1828","Toronto Raptors","Kyle Lowry",16,8,6,30
"1829","Toronto Raptors","Aron Baynes",8,1,5,14
"1830","Toronto Raptors","Stanley Johnson",0,1,1,2
"1831","Toronto Raptors","Pascal Siakam",10,1,4,15
"1832","New Orleans Pelicans","JJ Redick",5,3,2,10
"1833","Toronto Raptors","OG Anunoby",17,3,7,27
"1834","Toronto Raptors","Chris Boucher",24,1,5,30
"1835","Toronto Raptors","Terence Davis",0,1,1,2
"1836","Toronto Raptors","Alex Len",2,0,1,3
"1837","Toronto Raptors","Fred VanVleet",27,5,8,40
"1838","San Antonio Spurs","DeMar DeRozan",19,4,5,28
"1839","San Antonio Spurs","Jakob Poeltl",11,4,7,22
"1840","San Antonio Spurs","Lonnie Walker IV",11,0,2,13
"1841","Utah Jazz","Derrick Favors",6,2,4,12
"1842","Utah Jazz","Bojan Bogdanovic",28,3,1,32
"1843","Utah Jazz","Joe Ingles",13,1,7,21
"1844","Utah Jazz","Royce O'Neale",11,5,11,27
"1845","Utah Jazz","Donovan Mitchell",22,9,4,35
"1846","Utah Jazz","Juwan Morgan",0,0,2,2
"1847","San Antonio Spurs","Luka Samanic",4,0,0,4
"1848","San Antonio Spurs","Rudy Gay",10,2,3,15
"1849","San Antonio Spurs","Patty Mills",8,2,0,10
"1850","San Antonio Spurs","Trey Lyles",2,0,9,11
"1851","Utah Jazz","Rudy Gobert",7,1,16,24
"1852","Utah Jazz","Mike Conley",15,4,0,19
"1853","Utah Jazz","Jordan Clarkson",18,3,3,24
"1854","Utah Jazz","Georges Niang",2,0,6,8
"1855","San Antonio Spurs","Devin Vassell",4,3,3,10
"1856","San Antonio Spurs","Dejounte Murray",4,5,3,12
"1857","Utah Jazz","Udoka Azubuike",2,0,0,2
"1858","Utah Jazz","Shaquille Harrison",6,1,0,7
"1859","Utah Jazz","Miye Oni",0,0,3,3
"1860","Utah Jazz","Elijah Hughes",0,0,0,0
"1861","San Antonio Spurs","Drew Eubanks",5,0,3,8
"1862","San Antonio Spurs","Keldon Johnson",22,2,7,31
"1863","San Antonio Spurs","Tre Jones",9,1,3,13
"1864","Denver Nuggets","Will Barton",8,6,6,20
"1865","Denver Nuggets","Paul Millsap",12,1,4,17
"1866","Denver Nuggets","Gary Harris",2,0,2,4
"1867","Denver Nuggets","Jamal Murray",36,4,5,45
"1868","Minnesota Timberwolves","D'Angelo Russell",18,7,4,29
"1869","Minnesota Timberwolves","Juancho Hernangomez",6,2,5,13
"1870","Minnesota Timberwolves","Naz Reid",13,1,4,18
"1871","Minnesota Timberwolves","Ed Davis",5,1,8,14
"1872","Denver Nuggets","JaMychal Green",14,3,5,22
"1873","Denver Nuggets","Nikola Jokic",19,12,12,43
"1874","Minnesota Timberwolves","Ricky Rubio",6,4,2,12
"1875","Denver Nuggets","Monte Morris",11,6,3,20
"1876","Denver Nuggets","Facundo Campazzo",15,2,1,18
"1877","Minnesota Timberwolves","Malik Beasley",25,5,7,37
"1878","Minnesota Timberwolves","Jarrett Culver",20,0,6,26
"1879","Denver Nuggets","Vlatko Cancar",0,0,0,0
"1880","Minnesota Timberwolves","Jarred Vanderbilt",0,0,0,0
"1881","Minnesota Timberwolves","Jordan McLaughlin",0,4,0,4
"1882","Denver Nuggets","R.J. Hampton",0,0,1,1
"1883","Denver Nuggets","PJ Dozier",7,0,4,11
"1884","Minnesota Timberwolves","Jaden McDaniels",5,0,0,5
"1885","Denver Nuggets","Zeke Nnaji",0,0,0,0
"1886","Denver Nuggets","Markus Howard",0,0,0,0
"1887","Minnesota Timberwolves","Jake Layman",6,2,0,8
