"","nameTeam","namePlayer","pts","ast","treb","PRA"
"3432","Golden State Warriors","Andrew Wiggins",22,3,7,32
"3433","Golden State Warriors","Damion Lee",12,0,3,15
"3434","Golden State Warriors","Mychal Mulder",3,0,0,3
"3435","Indiana Pacers","Justin Holiday",8,0,2,10
"3436","Indiana Pacers","Doug McDermott",5,0,5,10
"3437","Indiana Pacers","Domantas Sabonis",18,6,14,38
"3438","Indiana Pacers","Malcolm Brogdon",13,8,2,23
"3439","Indiana Pacers","Edmond Sumner",12,0,4,16
"3440","Golden State Warriors","Stephen Curry",20,3,4,27
"3441","Indiana Pacers","Kelan Martin",2,0,3,5
"3442","Indiana Pacers","Cassius Stanley",2,0,0,2
"3443","Indiana Pacers","JaKarr Sampson",6,0,6,12
"3444","Golden State Warriors","James Wiseman",8,0,9,17
"3445","Indiana Pacers","Myles Turner",22,0,12,34
"3446","Golden State Warriors","Kevon Looney",3,1,9,13
"3447","Indiana Pacers","Aaron Holiday",16,12,2,30
"3448","Houston Rockets","Sterling Brown",2,1,2,5
"3449","Houston Rockets","P.J. Tucker",0,1,1,2
"3450","Houston Rockets","Eric Gordon",13,2,0,15
"3451","Houston Rockets","James Harden",16,6,7,29
"3452","Houston Rockets","Ben McLemore",11,1,3,15
"3453","Houston Rockets","Bruno Caboclo",3,0,4,7
"3454","Houston Rockets","Christian Wood",18,1,8,27
"3455","Houston Rockets","David Nwaba",0,0,1,1
"3456","Houston Rockets","Mason Jones",5,1,3,9
"3457","Houston Rockets","Kenyon Martin Jr.",0,2,0,2
"3458","Houston Rockets","Jae'Sean Tate",9,0,3,12
"3459","Los Angeles Lakers","Marc Gasol",5,5,4,14
"3460","Los Angeles Lakers","Markieff Morris",7,1,3,11
"3461","Los Angeles Lakers","Anthony Davis",19,2,10,31
"3462","Los Angeles Lakers","Kentavious Caldwell-Pope",14,1,3,18
"3463","Los Angeles Lakers","Quinn Cook",3,0,0,3
"3464","Los Angeles Lakers","Alex Caruso",0,3,6,9
"3465","Los Angeles Lakers","Kyle Kuzma",11,1,11,23
"3466","Los Angeles Lakers","Talen Horton-Tucker",4,4,2,10
"3467","Houston Rockets","John Wall",10,5,0,15
"3468","Los Angeles Lakers","LeBron James",26,5,8,39
"3469","Los Angeles Lakers","Dennis Schroder",14,3,3,20
"3470","Los Angeles Lakers","Alfonzo McKinnie",0,0,1,1
"3471","Houston Rockets","DeMarcus Cousins",13,3,10,26
"3472","Los Angeles Lakers","Montrezl Harrell",14,1,4,19
"3473","Brooklyn Nets","Timothe Luwawu-Cabarrot",13,2,2,17
"3474","Brooklyn Nets","Joe Harris",15,3,2,20
"3475","New York Knicks","Julius Randle",30,5,7,42
"3476","New York Knicks","Austin Rivers",8,4,6,18
"3477","New York Knicks","Elfrid Payton",7,4,6,17
"3478","Brooklyn Nets","Kevin Durant",26,6,3,35
"3479","Brooklyn Nets","Jeff Green",11,2,4,17
"3480","New York Knicks","Nerlens Noel",2,1,3,6
"3481","Brooklyn Nets","Reggie Perry",11,0,5,16
"3482","Brooklyn Nets","DeAndre Jordan",9,2,12,23
"3483","Brooklyn Nets","Chris Chiozza",3,7,3,13
"3484","New York Knicks","Immanuel Quickley",19,3,2,24
"3485","New York Knicks","Kevin Knox II",13,0,2,15
"3486","Brooklyn Nets","Bruce Brown",15,2,14,31
"3487","New York Knicks","Obi Toppin",0,0,0,0
"3488","New York Knicks","Mitchell Robinson",10,2,12,24
"3489","New York Knicks","RJ Barrett",20,3,5,28
"3490","Brooklyn Nets","Landry Shamet",13,5,1,19
"3491","Milwaukee Bucks","Thanasis Antetokounmpo",0,0,0,0
"3492","Detroit Pistons","Frank Jackson",0,1,0,1
"3493","Detroit Pistons","Svi Mykhailiuk",18,0,1,19
"3494","Milwaukee Bucks","D.J. Augustin",6,4,1,11
"3495","Milwaukee Bucks","Jrue Holiday",21,5,6,32
"3496","Milwaukee Bucks","Khris Middleton",12,6,2,20
"3497","Detroit Pistons","Wayne Ellington",5,1,1,7
"3498","Detroit Pistons","Jerami Grant",22,1,4,27
"3499","Detroit Pistons","Jahlil Okafor",0,0,3,3
"3500","Milwaukee Bucks","Brook Lopez",9,1,11,21
"3501","Detroit Pistons","Blake Griffin",12,6,7,25
"3502","Milwaukee Bucks","Pat Connaughton",9,1,3,13
"3503","Milwaukee Bucks","Donte DiVincenzo",7,3,10,20
"3504","Detroit Pistons","Saddiq Bey",10,0,2,12
"3505","Detroit Pistons","Saben Lee",4,0,0,4
"3506","Detroit Pistons","Delon Wright",3,7,8,18
"3507","Milwaukee Bucks","Giannis Antetokounmpo",22,10,10,42
"3508","Detroit Pistons","Mason Plumlee",7,5,13,25
"3509","Milwaukee Bucks","Bryn Forbes",13,1,0,14
"3510","Milwaukee Bucks","Bobby Portis",11,0,5,16
"3511","Detroit Pistons","Josh Jackson",11,3,1,15
"3512","Detroit Pistons","Isaiah Stewart",9,1,7,17
"3513","Sacramento Kings","Cory Joseph",3,2,2,7
"3514","Portland Trail Blazers","Carmelo Anthony",6,1,2,9
"3515","Sacramento Kings","Marvin Bagley III",11,1,6,18
"3516","Sacramento Kings","De'Aaron Fox",29,6,6,41
"3517","Sacramento Kings","Richaun Holmes",17,6,9,32
"3518","Portland Trail Blazers","CJ McCollum",28,10,7,45
"3519","Portland Trail Blazers","Rodney Hood",0,0,0,0
"3520","Sacramento Kings","Glenn Robinson III",3,2,0,5
"3521","Sacramento Kings","Buddy Hield",26,5,6,37
"3522","Sacramento Kings","Chimezie Metu",2,0,0,2
"3523","Sacramento Kings","Harrison Barnes",11,3,6,20
"3524","Sacramento Kings","Hassan Whiteside",7,1,2,10
"3525","Portland Trail Blazers","Derrick Jones Jr.",8,0,4,12
"3526","Portland Trail Blazers","Robert Covington",12,0,6,18
"3527","Portland Trail Blazers","Damian Lillard",40,13,1,54
"3528","Portland Trail Blazers","Enes Kanter",4,0,5,9
"3529","Portland Trail Blazers","Gary Trent Jr.",16,4,1,21
"3530","Portland Trail Blazers","Jusuf Nurkic",18,0,12,30
"3531","Sacramento Kings","Tyrese Haliburton",17,9,5,31
"3532","New Orleans Pelicans","Kira Lewis Jr.",10,0,2,12
"3533","New Orleans Pelicans","Nicolo Melli",3,1,3,7
"3534","New Orleans Pelicans","Jaxson Hayes",4,2,10,16
"3535","New Orleans Pelicans","Steven Adams",12,5,6,23
"3536","New Orleans Pelicans","Josh Hart",6,3,7,16
"3537","New Orleans Pelicans","Sindarius Thornwell",0,0,1,1
"3538","New Orleans Pelicans","Nickeil Alexander-Walker",37,1,8,46
"3539","LA Clippers","Lou Williams",2,1,2,5
"3540","LA Clippers","Serge Ibaka",12,2,3,17
"3541","LA Clippers","Nicolas Batum",9,4,2,15
"3542","LA Clippers","Kawhi Leonard",28,9,6,43
"3543","New Orleans Pelicans","JJ Redick",12,3,5,20
"3544","LA Clippers","Patrick Beverley",10,2,6,18
"3545","LA Clippers","Paul George",27,6,6,39
"3546","LA Clippers","Marcus Morris Sr.",8,0,3,11
"3547","New Orleans Pelicans","Brandon Ingram",22,3,6,31
"3548","LA Clippers","Ivica Zubac",9,1,7,17
"3549","LA Clippers","Luke Kennard",6,1,1,8
"3550","Minnesota Timberwolves","Malik Beasley",28,5,6,39
"3551","Minnesota Timberwolves","Jarrett Culver",2,0,2,4
"3552","Memphis Grizzlies","Kyle Anderson",7,5,7,19
"3553","Minnesota Timberwolves","Ricky Rubio",6,6,2,14
"3554","Minnesota Timberwolves","D'Angelo Russell",25,8,3,36
"3555","Minnesota Timberwolves","Juancho Hernangomez",5,0,8,13
"3556","Minnesota Timberwolves","Josh Okogie",3,4,3,10
"3557","Minnesota Timberwolves","Jarred Vanderbilt",2,0,4,6
"3558","Minnesota Timberwolves","Naz Reid",9,0,3,12
"3559","Minnesota Timberwolves","Anthony Edwards",2,1,3,6
"3560","Memphis Grizzlies","Jonas Valanciunas",24,1,16,41
"3561","Memphis Grizzlies","Tim Frazier",0,2,1,3
"3562","Memphis Grizzlies","Tyus Jones",9,7,3,19
"3563","Memphis Grizzlies","Dillon Brooks",9,6,2,17
"3564","Memphis Grizzlies","De'Anthony Melton",15,4,1,20
"3565","Memphis Grizzlies","Xavier Tillman",12,3,5,20
"3566","Memphis Grizzlies","Desmond Bane",3,0,3,6
"3567","Minnesota Timberwolves","Karl-Anthony Towns",25,3,14,42
"3568","Memphis Grizzlies","Grayson Allen",20,2,0,22
"3569","Memphis Grizzlies","Brandon Clarke",19,3,9,31
"3570","Los Angeles Lakers","LeBron James",26,7,6,39
"3571","Los Angeles Lakers","Marc Gasol",3,1,5,9
"3572","Los Angeles Lakers","Markieff Morris",11,2,7,20
"3573","Los Angeles Lakers","Anthony Davis",18,1,7,26
"3574","Los Angeles Lakers","Dennis Schroder",14,5,5,24
"3575","Los Angeles Lakers","Kentavious Caldwell-Pope",10,1,3,14
"3576","Los Angeles Lakers","Montrezl Harrell",21,0,6,27
"3577","Los Angeles Lakers","Quinn Cook",3,1,1,5
"3578","Los Angeles Lakers","Alex Caruso",6,2,1,9
"3579","Los Angeles Lakers","Alfonzo McKinnie",5,0,1,6
"3580","Los Angeles Lakers","Kyle Kuzma",7,2,6,15
"3581","Los Angeles Lakers","Talen Horton-Tucker",4,4,2,10
"3582","Oklahoma City Thunder","George Hill",10,2,2,14
"3583","Oklahoma City Thunder","Mike Muscala",7,1,4,12
"3584","Oklahoma City Thunder","Justin Jackson",1,0,0,1
"3585","Oklahoma City Thunder","Hamidou Diallo",9,1,5,15
"3586","Oklahoma City Thunder","Shai Gilgeous-Alexander",17,1,2,20
"3587","Oklahoma City Thunder","Kenrich Williams",9,4,5,18
"3588","Oklahoma City Thunder","Darius Bazley",3,0,5,8
"3589","Oklahoma City Thunder","Moses Brown",6,1,3,10
"3590","Oklahoma City Thunder","Luguentz Dort",9,1,1,11
"3591","Oklahoma City Thunder","Isaiah Roby",11,4,9,24
"3592","Oklahoma City Thunder","Theo Maledon",7,4,2,13
"3593","Oklahoma City Thunder","Aleksej Pokusevski",10,2,4,16
"3594","Oklahoma City Thunder","Josh Hall",0,2,0,2
"3595","Charlotte Hornets","Vernon Carey Jr.",3,0,2,5
"3596","Dallas Mavericks","James Johnson",7,2,5,14
"3597","Dallas Mavericks","Tim Hardaway Jr.",18,3,2,23
"3598","Dallas Mavericks","Trey Burke",8,4,2,14
"3599","Dallas Mavericks","Kristaps Porzingis",16,0,4,20
"3600","Dallas Mavericks","Willie Cauley-Stein",4,2,14,20
"3601","Dallas Mavericks","Boban Marjanovic",8,0,5,13
"3602","Dallas Mavericks","Wes Iwundu",4,1,3,8
"3603","Dallas Mavericks","Tyrell Terry",0,0,1,1
"3604","Dallas Mavericks","Josh Green",5,1,5,11
"3605","Dallas Mavericks","Tyler Bey",0,0,0,0
"3606","Charlotte Hornets","Gordon Hayward",16,1,4,21
"3607","Charlotte Hornets","Bismack Biyombo",5,0,9,14
"3608","Charlotte Hornets","Terry Rozier",18,0,6,24
"3609","Charlotte Hornets","Miles Bridges",4,5,6,15
"3610","Charlotte Hornets","Devonte' Graham",12,7,0,19
"3611","Charlotte Hornets","Caleb Martin",6,1,5,12
"3612","Charlotte Hornets","Cody Martin",9,1,4,14
"3613","Charlotte Hornets","P.J. Washington",16,6,10,32
"3614","Charlotte Hornets","Jalen McDaniels",0,0,0,0
"3615","Charlotte Hornets","LaMelo Ball",4,5,7,16
"3616","Dallas Mavericks","Luka Doncic",34,9,13,56
"3617","Dallas Mavericks","Nate Hinton",0,0,0,0
"3618","Charlotte Hornets","Malik Monk",0,0,0,0
"3619","Golden State Warriors","Jordan Poole",0,1,0,1
"3620","Golden State Warriors","Eric Paschall",8,0,5,13
"3621","Golden State Warriors","Mychal Mulder",3,1,1,5
"3622","Golden State Warriors","Damion Lee",2,5,2,9
"3623","Golden State Warriors","Kevon Looney",0,0,4,4
"3624","Golden State Warriors","Kelly Oubre Jr.",14,2,5,21
"3625","Golden State Warriors","Andrew Wiggins",16,3,3,22
"3626","Golden State Warriors","Kent Bazemore",4,1,2,7
"3627","Golden State Warriors","Draymond Green",1,7,4,12
"3628","Golden State Warriors","Brad Wanamaker",3,3,1,7
"3629","Golden State Warriors","Stephen Curry",35,4,11,50
"3630","Denver Nuggets","Facundo Campazzo",3,1,0,4
"3631","Denver Nuggets","Bol Bol",4,0,1,5
"3632","Denver Nuggets","Monte Morris",11,3,2,16
"3633","Denver Nuggets","PJ Dozier",10,2,6,18
"3634","Denver Nuggets","Isaiah Hartenstein",2,0,1,3
"3635","Denver Nuggets","Jamal Murray",17,6,9,32
"3636","Denver Nuggets","Nikola Jokic",23,10,14,47
"3637","Denver Nuggets","Will Barton",17,3,4,24
"3638","Denver Nuggets","Paul Millsap",12,4,4,20
"3639","Golden State Warriors","James Wiseman",18,2,5,25
"3640","Denver Nuggets","JaMychal Green",15,0,9,24
"3641","Indiana Pacers","Myles Turner",11,0,10,21
"3642","Portland Trail Blazers","Nassir Little",0,0,0,0
"3643","Portland Trail Blazers","CJ Elleby",3,0,0,3
"3644","Portland Trail Blazers","Gary Trent Jr.",7,1,0,8
"3645","Portland Trail Blazers","Anfernee Simons",0,1,2,3
"3646","Portland Trail Blazers","Harry Giles III",2,0,5,7
"3647","Portland Trail Blazers","Derrick Jones Jr.",9,0,6,15
"3648","Portland Trail Blazers","Jusuf Nurkic",5,2,8,15
"3649","Portland Trail Blazers","Rodney Hood",0,0,1,1
"3650","Portland Trail Blazers","Robert Covington",3,1,1,5
"3651","Portland Trail Blazers","CJ McCollum",22,4,3,29
"3652","Portland Trail Blazers","Damian Lillard",22,4,6,32
"3653","Portland Trail Blazers","Enes Kanter",4,2,9,15
"3654","Portland Trail Blazers","Carmelo Anthony",10,1,2,13
"3655","Indiana Pacers","Cassius Stanley",2,0,0,2
"3656","Indiana Pacers","Kelan Martin",3,0,0,3
"3657","Indiana Pacers","Aaron Holiday",6,3,1,10
"3658","Indiana Pacers","Edmond Sumner",7,2,3,12
"3659","Indiana Pacers","Malcolm Brogdon",25,7,5,37
"3660","Indiana Pacers","Domantas Sabonis",23,5,15,43
"3661","Indiana Pacers","T.J. McConnell",4,8,5,17
"3662","Indiana Pacers","JaKarr Sampson",3,0,5,8
"3663","Indiana Pacers","Doug McDermott",16,3,3,22
"3664","Indiana Pacers","Justin Holiday",11,1,3,15
"3665","San Antonio Spurs","DeMar DeRozan",13,7,6,26
"3666","San Antonio Spurs","Rudy Gay",5,0,5,10
"3667","San Antonio Spurs","LaMarcus Aldridge",11,1,2,14
"3668","Houston Rockets","Jae'Sean Tate",13,10,5,28
"3669","Houston Rockets","Kenyon Martin Jr.",6,1,5,12
"3670","Houston Rockets","Mason Jones",9,1,1,11
"3671","Houston Rockets","Sterling Brown",23,3,7,33
"3672","Houston Rockets","David Nwaba",9,1,3,13
"3673","Houston Rockets","Christian Wood",27,1,15,43
"3674","Houston Rockets","Ben McLemore",3,4,3,10
"3675","Houston Rockets","DeMarcus Cousins",9,2,4,15
"3676","Houston Rockets","P.J. Tucker",10,2,6,18
"3677","San Antonio Spurs","Patty Mills",7,3,2,12
"3678","San Antonio Spurs","Dejounte Murray",10,7,8,25
"3679","San Antonio Spurs","Jakob Poeltl",2,3,6,11
"3680","San Antonio Spurs","Lonnie Walker IV",16,2,3,21
"3681","San Antonio Spurs","Keldon Johnson",29,2,6,37
"3682","San Antonio Spurs","Devin Vassell",12,1,3,16
"3683","Toronto Raptors","Kyle Lowry",16,12,6,34
"3684","Toronto Raptors","Aron Baynes",2,0,1,3
"3685","Toronto Raptors","Stanley Johnson",6,3,1,10
"3686","Toronto Raptors","Norman Powell",11,1,5,17
"3687","Toronto Raptors","Pascal Siakam",15,4,7,26
"3688","Charlotte Hornets","LaMelo Ball",14,11,6,31
"3689","Charlotte Hornets","P.J. Washington",20,1,11,32
"3690","Charlotte Hornets","Cody Martin",0,0,1,1
"3691","Charlotte Hornets","Caleb Martin",5,4,6,15
"3692","Charlotte Hornets","Devonte' Graham",15,4,4,23
"3693","Charlotte Hornets","Miles Bridges",12,3,2,17
"3694","Charlotte Hornets","Malik Monk",10,3,3,16
"3695","Charlotte Hornets","Terry Rozier",22,5,3,30
"3696","Charlotte Hornets","Bismack Biyombo",10,1,8,19
"3697","Toronto Raptors","Malachi Flynn",3,1,0,4
"3698","Toronto Raptors","Yuta Watanabe",3,0,4,7
"3699","Toronto Raptors","Chris Boucher",25,2,10,37
"3700","Toronto Raptors","OG Anunoby",13,2,5,20
"3701","Toronto Raptors","Fred VanVleet",17,8,1,26
"3702","Miami Heat","Andre Iguodala",2,8,3,13
"3703","Philadelphia 76ers","Isaiah Joe",12,0,0,12
"3704","Philadelphia 76ers","Paul Reed",2,0,0,2
"3705","Philadelphia 76ers","Tyrese Maxey",15,1,1,17
"3706","Philadelphia 76ers","Dakota Mathias",0,1,0,1
"3707","Philadelphia 76ers","Matisse Thybulle",8,0,1,9
"3708","Philadelphia 76ers","Shake Milton",31,7,2,40
"3709","Philadelphia 76ers","Tony Bradley",0,0,0,0
"3710","Philadelphia 76ers","Terrance Ferguson",0,0,0,0
"3711","Philadelphia 76ers","Ben Simmons",10,12,10,32
"3712","Philadelphia 76ers","Joel Embiid",9,1,5,15
"3713","Philadelphia 76ers","Mike Scott",0,0,2,2
"3714","Philadelphia 76ers","Tobias Harris",18,2,4,24
"3715","Philadelphia 76ers","Danny Green",12,3,6,21
"3716","Philadelphia 76ers","Dwight Howard",8,0,4,12
"3717","Miami Heat","Precious Achiuwa",10,2,11,23
"3718","Miami Heat","Chris Silva",13,1,4,18
"3719","Miami Heat","Tyler Herro",17,3,6,26
"3720","Miami Heat","Max Strus",11,1,7,19
"3721","Miami Heat","Gabe Vincent",21,8,2,31
"3722","Miami Heat","Duncan Robinson",22,1,2,25
"3723","Miami Heat","Kelly Olynyk",12,4,6,22
"3724","New Orleans Pelicans","Nicolo Melli",0,1,4,5
"3725","New Orleans Pelicans","Zion Williamson",21,4,12,37
"3726","New Orleans Pelicans","Josh Hart",7,4,6,17
"3727","Los Angeles Lakers","Kyle Kuzma",11,1,13,25
"3728","Los Angeles Lakers","Montrezl Harrell",16,1,5,22
"3729","Los Angeles Lakers","Markieff Morris",5,2,1,8
"3730","Los Angeles Lakers","Wesley Matthews",0,1,0,1
"3731","New Orleans Pelicans","JJ Redick",12,0,6,18
"3732","Los Angeles Lakers","Talen Horton-Tucker",0,0,0,0
"3733","Los Angeles Lakers","Alfonzo McKinnie",0,0,0,0
"3734","Los Angeles Lakers","Alex Caruso",9,4,3,16
"3735","Los Angeles Lakers","Quinn Cook",0,0,0,0
"3736","Los Angeles Lakers","Kentavious Caldwell-Pope",16,1,1,18
"3737","Los Angeles Lakers","Dennis Schroder",12,4,5,21
"3738","Los Angeles Lakers","Anthony Davis",17,5,6,28
"3739","Los Angeles Lakers","Marc Gasol",5,1,2,8
"3740","New Orleans Pelicans","Naji Marshall",0,1,1,2
"3741","New Orleans Pelicans","Nickeil Alexander-Walker",12,2,3,17
"3742","New Orleans Pelicans","Jaxson Hayes",8,0,4,12
"3743","New Orleans Pelicans","Brandon Ingram",20,5,3,28
"3744","New Orleans Pelicans","Steven Adams",4,1,7,12
"3745","New Orleans Pelicans","Eric Bledsoe",7,2,1,10
"3746","New Orleans Pelicans","Kira Lewis Jr.",4,2,0,6
"3747","Los Angeles Lakers","LeBron James",21,11,8,40
"3748","Sacramento Kings","Robert Woodard II",2,0,0,2
"3749","Sacramento Kings","Tyrese Haliburton",5,5,2,12
"3750","Sacramento Kings","Justin James",4,0,1,5
"3751","Sacramento Kings","Chimezie Metu",10,3,8,21
"3752","Sacramento Kings","Marvin Bagley III",20,2,5,27
"3753","Sacramento Kings","De'Aaron Fox",14,3,1,18
"3754","Sacramento Kings","Buddy Hield",9,5,1,15
"3755","Sacramento Kings","Richaun Holmes",17,1,5,23
"3756","Sacramento Kings","Glenn Robinson III",5,0,1,6
"3757","Sacramento Kings","Harrison Barnes",14,4,6,24
"3758","Sacramento Kings","Cory Joseph",0,0,2,2
"3759","LA Clippers","Daniel Oturu",4,1,4,9
"3760","LA Clippers","Serge Ibaka",6,5,3,14
"3761","LA Clippers","Nicolas Batum",6,2,6,14
"3762","LA Clippers","Paul George",26,2,4,32
"3763","LA Clippers","Marcus Morris Sr.",18,1,0,19
"3764","LA Clippers","Kawhi Leonard",27,6,4,37
"3765","LA Clippers","Reggie Jackson",11,3,4,18
"3766","LA Clippers","Ivica Zubac",6,1,7,14
"3767","LA Clippers","Luke Kennard",14,6,5,25
"3768","LA Clippers","Amir Coffey",5,1,1,7
"3769","LA Clippers","Terance Mann",13,1,9,23
"3770","LA Clippers","Mfiondu Kabengele",2,0,0,2
"3771","Utah Jazz","Shaquille Harrison",0,0,4,4
"3772","Atlanta Hawks","Onyeka Okongwu",4,2,5,11
"3773","Utah Jazz","Miye Oni",6,0,1,7
"3774","Atlanta Hawks","De'Andre Hunter",14,1,2,17
"3775","Atlanta Hawks","Cam Reddish",20,0,5,25
"3776","Atlanta Hawks","Clint Capela",16,0,11,27
"3777","Utah Jazz","Jordan Clarkson",16,4,7,27
"3778","Utah Jazz","Rudy Gobert",15,1,13,29
"3779","Utah Jazz","Mike Conley",15,8,4,27
"3780","Utah Jazz","Udoka Azubuike",0,0,1,1
"3781","Utah Jazz","Donovan Mitchell",26,4,3,33
"3782","Utah Jazz","Royce O'Neale",7,5,6,18
"3783","Utah Jazz","Bojan Bogdanovic",17,1,3,21
"3784","Utah Jazz","Derrick Favors",2,0,5,7
"3785","Atlanta Hawks","Trae Young",4,7,4,15
"3786","Atlanta Hawks","Kevin Huerter",10,2,1,13
"3787","Atlanta Hawks","Bruno Fernando",2,0,1,3
"3788","Atlanta Hawks","John Collins",13,2,4,19
"3789","Atlanta Hawks","Tony Snell",3,0,1,4
"3790","Atlanta Hawks","Rajon Rondo",0,2,0,2
"3791","Atlanta Hawks","Solomon Hill",2,2,6,10
"3792","Utah Jazz","Elijah Hughes",2,1,0,3
"3793","Atlanta Hawks","Brandon Goodwin",4,3,1,8
"3794","Utah Jazz","Georges Niang",10,3,6,19
"3795","Oklahoma City Thunder","Shai Gilgeous-Alexander",33,10,5,48
"3796","Oklahoma City Thunder","Hamidou Diallo",2,3,3,8
"3797","Oklahoma City Thunder","Mike Muscala",11,0,6,17
"3798","Oklahoma City Thunder","George Hill",8,3,2,13
"3799","Chicago Bulls","Patrick Williams",14,2,7,23
"3800","Chicago Bulls","Coby White",22,7,9,38
"3801","Chicago Bulls","Wendell Carter Jr.",16,2,11,29
"3802","Chicago Bulls","Lauri Markkanen",16,0,6,22
"3803","Chicago Bulls","Denzel Valentine",4,3,4,11
"3804","Chicago Bulls","Zach LaVine",35,6,7,48
"3805","Chicago Bulls","Otto Porter Jr.",8,1,8,17
"3806","Chicago Bulls","Garrett Temple",8,2,3,13
"3807","Chicago Bulls","Thaddeus Young",2,4,1,7
"3808","Oklahoma City Thunder","Kenrich Williams",14,2,5,21
"3809","Oklahoma City Thunder","Darius Bazley",9,2,5,16
"3810","Oklahoma City Thunder","Luguentz Dort",21,0,8,29
"3811","Oklahoma City Thunder","Isaiah Roby",14,3,4,21
"3812","Oklahoma City Thunder","Theo Maledon",10,2,3,15
"3813","Oklahoma City Thunder","Aleksej Pokusevski",5,1,3,9
"3814","Milwaukee Bucks","Thanasis Antetokounmpo",5,0,0,5
"3815","Milwaukee Bucks","Giannis Antetokounmpo",31,1,9,41
"3816","Milwaukee Bucks","Khris Middleton",25,6,8,39
"3817","Milwaukee Bucks","Jrue Holiday",16,5,3,24
"3818","Dallas Mavericks","Tyrell Terry",2,2,1,5
"3819","Dallas Mavericks","Boban Marjanovic",2,0,2,4
"3820","Milwaukee Bucks","Bobby Portis",8,0,13,21
"3821","Dallas Mavericks","Tim Hardaway Jr.",22,0,6,28
"3822","Milwaukee Bucks","D.J. Augustin",7,1,2,10
"3823","Dallas Mavericks","James Johnson",13,3,0,16
"3824","Dallas Mavericks","Luka Doncic",28,13,10,51
"3825","Dallas Mavericks","Willie Cauley-Stein",11,1,10,22
"3826","Milwaukee Bucks","Brook Lopez",11,1,11,23
"3827","Dallas Mavericks","Josh Green",0,0,3,3
"3828","Milwaukee Bucks","Donte DiVincenzo",6,2,3,11
"3829","Dallas Mavericks","Wes Iwundu",3,1,6,10
"3830","Milwaukee Bucks","Bryn Forbes",3,1,2,6
"3831","Milwaukee Bucks","Pat Connaughton",0,5,6,11
"3832","Dallas Mavericks","Kristaps Porzingis",15,1,10,26
"3833","Dallas Mavericks","Trey Burke",13,1,3,17
"3834","Cleveland Cavaliers","JaVale McGee",2,1,1,4
"3835","Cleveland Cavaliers","Andre Drummond",33,3,23,59
"3836","New York Knicks","Immanuel Quickley",23,4,5,32
"3837","New York Knicks","RJ Barrett",20,3,4,27
"3838","New York Knicks","Obi Toppin",2,2,4,8
"3839","New York Knicks","Mitchell Robinson",5,0,6,11
"3840","New York Knicks","Kevin Knox II",6,1,4,11
"3841","New York Knicks","Julius Randle",28,6,6,40
"3842","New York Knicks","Elfrid Payton",9,0,3,12
"3843","New York Knicks","Reggie Bullock",4,2,1,7
"3844","New York Knicks","Nerlens Noel",4,0,4,8
"3845","New York Knicks","Austin Rivers",2,2,2,6
"3846","Cleveland Cavaliers","Lamar Stevens",6,4,5,15
"3847","Cleveland Cavaliers","Isaac Okoro",13,4,2,19
"3848","Cleveland Cavaliers","Dean Wade",0,0,1,1
"3849","Cleveland Cavaliers","Damyean Dotson",13,4,4,21
"3850","Cleveland Cavaliers","Cedi Osman",25,5,3,33
"3851","Cleveland Cavaliers","Larry Nance Jr.",14,5,9,28
"3852","Boston Celtics","Tremont Waters",3,5,0,8
"3853","Orlando Magic","Terrence Ross",6,1,5,12
"3854","Orlando Magic","Khem Birch",12,2,12,26
"3855","Orlando Magic","Aaron Gordon",17,3,2,22
"3856","Boston Celtics","Marcus Smart",14,2,2,18
"3857","Boston Celtics","Semi Ojeleye",18,1,6,25
"3858","Boston Celtics","Daniel Theis",8,0,10,18
"3859","Orlando Magic","Gary Clark",3,0,3,6
"3860","Orlando Magic","Jordan Bone",9,0,3,12
"3861","Boston Celtics","Javonte Green",10,1,2,13
"3862","Boston Celtics","Payton Pritchard",16,3,4,23
"3863","Orlando Magic","Karim Mane",3,0,0,3
"3864","Orlando Magic","Cole Anthony",15,3,6,24
"3865","Orlando Magic","Dwayne Bacon",15,1,8,24
"3866","Orlando Magic","James Ennis III",2,0,1,3
"3867","Orlando Magic","Nikola Vucevic",15,4,6,25
"3868","Boston Celtics","Aaron Nesmith",5,2,0,7
"3869","Boston Celtics","Grant Williams",2,0,2,4
"3870","Boston Celtics","Jeff Teague",17,2,1,20
"3871","Boston Celtics","Tristan Thompson",4,1,11,16
"3872","Boston Celtics","Jaylen Brown",21,8,2,31
"3873","Boston Celtics","Tacko Fall",6,0,5,11
"3874","Charlotte Hornets","Miles Bridges",10,4,1,15
"3875","Charlotte Hornets","Malik Monk",2,0,0,2
"3876","Charlotte Hornets","Terry Rozier",24,2,9,35
"3877","Charlotte Hornets","Bismack Biyombo",6,1,11,18
"3878","Charlotte Hornets","Gordon Hayward",25,3,5,33
"3879","Toronto Raptors","Malachi Flynn",5,3,1,9
"3880","Toronto Raptors","Yuta Watanabe",0,0,0,0
"3881","Toronto Raptors","Chris Boucher",20,1,9,30
"3882","Toronto Raptors","OG Anunoby",18,1,5,24
"3883","Toronto Raptors","Fred VanVleet",15,10,7,32
"3884","Toronto Raptors","Pascal Siakam",9,4,5,18
"3885","Toronto Raptors","Norman Powell",24,2,3,29
"3886","Toronto Raptors","Stanley Johnson",6,1,4,11
"3887","Toronto Raptors","Aron Baynes",0,0,3,3
"3888","Toronto Raptors","Kyle Lowry",19,6,6,31
